"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PcyM_1330200","PcyM_1330200-t36_1","P. cynomolgi strain M","PcyM_13:1,200,849..1,206,765(-)","serine/threonine protein phosphatase 7, putative","2871"
"PcyM_1330500","PcyM_1330500-t36_1","P. cynomolgi strain M","PcyM_13:1,207,647..1,210,308(-)","cyclophilin, putative","1272"
"PcyM_1330600","PcyM_1330600-t36_1","P. cynomolgi strain M","PcyM_13:1,212,055..1,214,499(-)","ankyrin, putative","2445"
"PcyM_1330800","PcyM_1330800-t36_1","P. cynomolgi strain M","PcyM_13:1,218,925..1,220,604(+)","nucleolar GTP-binding protein 2, putative","1680"
"PcyM_1330900","PcyM_1330900-t36_1","P. cynomolgi strain M","PcyM_13:1,221,303..1,223,354(-)","14-3-3 protein, putative","2052"
"PcyM_1331000","PcyM_1331000-t36_1","P. cynomolgi strain M","PcyM_13:1,225,996..1,227,621(+)","actin-related protein, putative","1626"
"PcyM_1331100","PcyM_1331100-t36_1","P. cynomolgi strain M","PcyM_13:1,228,695..1,232,058(-)","conserved Plasmodium protein, unknown function","3363"
"PcyM_1331200","PcyM_1331200-t36_1","P. cynomolgi strain M","PcyM_13:1,233,660..1,235,297(-)","conserved Plasmodium protein, unknown function","1638"
"PcyM_1331300","PcyM_1331300-t36_1","P. cynomolgi strain M","PcyM_13:1,236,775..1,238,927(-)","ERAD-associated E3 ubiquitin-protein ligase HRD1, putative","1560"
"PcyM_1331400","PcyM_1331400-t36_1","P. cynomolgi strain M","PcyM_13:1,240,741..1,245,882(-)","conserved Plasmodium protein, unknown function","5142"
"PcyM_1331500","PcyM_1331500-t36_1","P. cynomolgi strain M","PcyM_13:1,247,873..1,249,258(+)","DnaJ protein, putative","1386"
"PcyM_1331600","PcyM_1331600-t36_1","P. cynomolgi strain M","PcyM_13:1,250,340..1,251,266(+)","conserved Plasmodium protein, unknown function","927"
"PcyM_1331700","PcyM_1331700-t36_1","P. cynomolgi strain M","PcyM_13:1,252,682..1,254,093(+)","mitochondrial ribosomal protein L21 precursor, putative","1185"
"PcyM_1331800","PcyM_1331800-t36_1","P. cynomolgi strain M","PcyM_13:1,254,730..1,255,426(+)","cytochrome c oxidase assembly protein COX14, putative","288"
"PcyM_1331900","PcyM_1331900-t36_1","P. cynomolgi strain M","PcyM_13:1,255,720..1,256,205(+)","copper transporter, putative","486"
"PcyM_1332000","PcyM_1332000-t36_1","P. cynomolgi strain M","PcyM_13:1,257,155..1,258,469(+)","conserved Plasmodium protein, unknown function","1314"
"PcyM_1332100","PcyM_1332100-t36_1","P. cynomolgi strain M","PcyM_13:1,259,285..1,262,033(-)","conserved Plasmodium protein, unknown function","2301"
"PcyM_1332200","PcyM_1332200-t36_1","P. cynomolgi strain M","PcyM_13:1,262,277..1,263,073(-)","mitochondrial import inner membrane translocase subunit TIM8, putative","318"
"PcyM_1332300","PcyM_1332300-t36_1","P. cynomolgi strain M","PcyM_13:1,263,812..1,265,668(+)","DNA-directed RNA polymerase III subunit RPC6, putative","867"
"PcyM_1332400","PcyM_1332400-t36_1","P. cynomolgi strain M","PcyM_13:1,266,395..1,270,168(+)","conserved Plasmodium protein, unknown function","2856"
"PcyM_1332600","PcyM_1332600-t36_1","P. cynomolgi strain M","PcyM_13:1,271,329..1,272,008(+)","40S ribosomal protein S25, putative","321"
"PcyM_1332700","PcyM_1332700-t36_1","P. cynomolgi strain M","PcyM_13:1,273,107..1,275,872(-)","conserved Plasmodium protein, unknown function","2766"
"PcyM_1332900","PcyM_1332900-t36_1","P. cynomolgi strain M","PcyM_13:1,278,135..1,279,312(+)","conserved Plasmodium protein, unknown function","522"
"PcyM_1333000","PcyM_1333000-t36_1","P. cynomolgi strain M","PcyM_13:1,280,579..1,282,425(+)","mannose-1-phosphate guanyltransferase, putative","1308"
"PcyM_1333100","PcyM_1333100-t36_1","P. cynomolgi strain M","PcyM_13:1,283,170..1,284,517(+)","dynein-associated protein, putative","774"
"PcyM_1333200","PcyM_1333200-t36_1","P. cynomolgi strain M","PcyM_13:1,285,248..1,288,774(-)","surface protein P113, putative","3192"
"PcyM_1333300","PcyM_1333300-t36_1","P. cynomolgi strain M","PcyM_13:1,292,205..1,294,518(+)","pantothenate kinase 1, putative","1701"
"PcyM_1333500","PcyM_1333500-t36_1","P. cynomolgi strain M","PcyM_13:1,295,008..1,298,520(+)","conserved Plasmodium protein, unknown function","3513"
"PcyM_1333600","PcyM_1333600-t36_1","P. cynomolgi strain M","PcyM_13:1,299,022..1,301,706(-)","glycine--tRNA ligase, putative","2685"
"PcyM_1333800","PcyM_1333800-t36_1","P. cynomolgi strain M","PcyM_13:1,303,199..1,303,996(-)","DNL-type zinc finger protein, putative","798"
"PcyM_1333900","PcyM_1333900-t36_1","P. cynomolgi strain M","PcyM_13:1,305,050..1,308,610(+)","tetratricopeptide repeat family protein, putative","3561"
"PcyM_1334100","PcyM_1334100-t36_1","P. cynomolgi strain M","PcyM_13:1,311,416..1,316,293(+)","conserved Plasmodium protein, unknown function","4878"
"PcyM_1334200","PcyM_1334200-t36_1","P. cynomolgi strain M","PcyM_13:1,318,195..1,319,964(+)","spliceosome-associated protein 49, putative","1548"
"PcyM_1334300","PcyM_1334300-t36_1","P. cynomolgi strain M","PcyM_13:1,321,346..1,323,184(+)","YTH domain-containing protein, putative","1839"
"PcyM_1334400","PcyM_1334400-t36_1","P. cynomolgi strain M","PcyM_13:1,324,402..1,326,466(+)","glutathione reductase, putative","1650"
"PcyM_1334500","PcyM_1334500-t36_1","P. cynomolgi strain M","PcyM_13:1,327,172..1,328,666(-)","conserved Plasmodium protein, unknown function","1494"
"PcyM_1334600","PcyM_1334600-t36_1","P. cynomolgi strain M","PcyM_13:1,331,100..1,334,991(+)","conserved Plasmodium protein, unknown function","1572"
"PcyM_1334700","PcyM_1334700-t36_1","P. cynomolgi strain M","PcyM_13:1,335,943..1,336,584(+)","conserved Plasmodium protein, unknown function","642"
"PcyM_1334800","PcyM_1334800-t36_1","P. cynomolgi strain M","PcyM_13:1,339,768..1,346,590(+)","conserved Plasmodium protein, unknown function","6273"
"PcyM_1334900","PcyM_1334900-t36_1","P. cynomolgi strain M","PcyM_13:1,347,727..1,348,531(-)","glutathione S-transferase, putative","618"
"PcyM_1335000","PcyM_1335000-t36_1","P. cynomolgi strain M","PcyM_13:1,351,081..1,353,516(+)","thioredoxin-like protein, putative","1995"
"PcyM_1335100","PcyM_1335100-t36_1","P. cynomolgi strain M","PcyM_13:1,354,771..1,357,731(-)","ATP-dependent RNA helicase, putative","2961"
"PcyM_1335300","PcyM_1335300-t36_1","P. cynomolgi strain M","PcyM_13:1,360,874..1,364,485(+)","conserved Plasmodium protein, unknown function","3612"
"PcyM_1335400","PcyM_1335400-t36_1","P. cynomolgi strain M","PcyM_13:1,365,774..1,368,560(+)","DEAD/DEAH box ATP-dependent RNA helicase, putative","2619"
"PcyM_1335500","PcyM_1335500-t36_1","P. cynomolgi strain M","PcyM_13:1,369,930..1,370,231(+)","signal recognition particle RNA","302"
"PcyM_1335600","PcyM_1335600-t36_1","P. cynomolgi strain M","PcyM_13:1,370,945..1,371,063(-)","5S ribosomal RNA","119"
"PcyM_1335700","PcyM_1335700-t36_1","P. cynomolgi strain M","PcyM_13:1,372,102..1,372,220(-)","5S ribosomal RNA","119"
"PcyM_1335800","PcyM_1335800-t36_1","P. cynomolgi strain M","PcyM_13:1,372,695..1,372,813(-)","5S ribosomal RNA","119"
"PcyM_1335900","PcyM_1335900-t36_1","P. cynomolgi strain M","PcyM_13:1,374,211..1,374,282(-)","tRNA Proline","72"
"PcyM_1336000","PcyM_1336000-t36_1","P. cynomolgi strain M","PcyM_13:1,375,394..1,375,804(-)","calmodulin, putative","411"
"PcyM_1336100","PcyM_1336100-t36_1","P. cynomolgi strain M","PcyM_13:1,376,257..1,377,299(-)","conserved Plasmodium protein, unknown function","501"
"PcyM_1336200","PcyM_1336200-t36_1","P. cynomolgi strain M","PcyM_13:1,379,765..1,390,291(+)","liver specific protein 1, putative","10527"
"PcyM_1336300","PcyM_1336300-t36_1","P. cynomolgi strain M","PcyM_13:1,391,783..1,394,020(+)","ubiquitin fusion degradation protein UFD1, putative","846"
"PcyM_1336400","PcyM_1336400-t36_1","P. cynomolgi strain M","PcyM_13:1,395,043..1,396,238(+)","conserved Plasmodium protein, unknown function","435"
"PcyM_1336500","PcyM_1336500-t36_1","P. cynomolgi strain M","PcyM_13:1,397,004..1,400,211(-)","DNA replication licensing factor MCM2, putative","2919"
"PcyM_1336600","PcyM_1336600-t36_1","P. cynomolgi strain M","PcyM_13:1,401,961..1,403,533(-)","conserved Plasmodium protein, unknown function","687"
"PcyM_1336700","PcyM_1336700-t36_1","P. cynomolgi strain M","PcyM_13:1,408,273..1,422,492(+)","conserved Plasmodium protein, unknown function","14220"
"PcyM_1336800","PcyM_1336800-t36_1","P. cynomolgi strain M","PcyM_13:1,425,023..1,426,450(+)","H/ACA ribonucleoprotein complex subunit 4, putative","1428"
"PcyM_1336900","PcyM_1336900-t36_1","P. cynomolgi strain M","PcyM_13:1,427,750..1,439,286(-)","rap guanine nucleotide exchange factor, putative","10500"
"PcyM_1337000","PcyM_1337000-t36_1","P. cynomolgi strain M","PcyM_13:1,440,853..1,444,250(-)","cysteine protease ATG4, putative","3117"
"PcyM_1337100","PcyM_1337100-t36_1","P. cynomolgi strain M","PcyM_13:1,446,177..1,460,664(-)","NOT family protein, putative","14355"
"PcyM_1337200","PcyM_1337200-t36_1","P. cynomolgi strain M","PcyM_13:1,464,291..1,465,244(-)","conserved Plasmodium protein, unknown function","954"
"PcyM_1337300","PcyM_1337300-t36_1","P. cynomolgi strain M","PcyM_13:1,466,916..1,468,088(-)","inner membrane complex protein 1l, putative","1173"
"PcyM_1337400","PcyM_1337400-t36_1","P. cynomolgi strain M","PcyM_13:1,470,709..1,471,649(+)","prefoldin subunit 2, putative","444"
"PcyM_1337500","PcyM_1337500-t36_1","P. cynomolgi strain M","PcyM_13:1,472,165..1,474,213(-)","lysine--tRNA ligase, putative","2049"
"PcyM_1337600","PcyM_1337600-t36_1","P. cynomolgi strain M","PcyM_13:1,474,728..1,475,856(+)","conserved Plasmodium protein, unknown function","414"
"PcyM_1337700","PcyM_1337700-t36_1","P. cynomolgi strain M","PcyM_13:1,478,622..1,487,870(+)","conserved Plasmodium protein, unknown function","9249"
"PcyM_1337800","PcyM_1337800-t36_1","P. cynomolgi strain M","PcyM_13:1,489,175..1,490,587(-)","NADP-specific glutamate dehydrogenase, putative","1413"
"PcyM_1338200","PcyM_1338200-t36_1","P. cynomolgi strain M","PcyM_13:1,493,193..1,497,595(+)","conserved Plasmodium protein, unknown function","1956"
"PcyM_1338300","PcyM_1338300-t36_1","P. cynomolgi strain M","PcyM_13:1,497,834..1,499,173(-)","conserved Plasmodium protein, unknown function","1185"
"PcyM_1338400","PcyM_1338400-t36_1","P. cynomolgi strain M","PcyM_13:1,501,405..1,507,452(+)","metacaspase-like protein","6048"
"PcyM_1338500","PcyM_1338500-t36_1","P. cynomolgi strain M","PcyM_13:1,510,169..1,512,829(+)","GTP-binding protein, putative","2661"
"PcyM_1338600","PcyM_1338600-t36_1","P. cynomolgi strain M","PcyM_13:1,513,814..1,515,131(-)","conserved Plasmodium protein, unknown function","663"
"PcyM_1338700","PcyM_1338700-t36_1","P. cynomolgi strain M","PcyM_13:1,516,913..1,517,730(+)","zinc finger protein, putative","489"
"PcyM_1338800","PcyM_1338800-t36_1","P. cynomolgi strain M","PcyM_13:1,518,264..1,519,487(-)","dimethyladenosine transferase, putative","1224"
"PcyM_1338900","PcyM_1338900-t36_1","P. cynomolgi strain M","PcyM_13:1,524,856..1,526,571(+)","serine C-palmitoyltransferase, putative","1716"
"PcyM_1339000","PcyM_1339000-t36_1","P. cynomolgi strain M","PcyM_13:1,528,624..1,531,824(+)","conserved Plasmodium protein, unknown function","3201"
"PcyM_1339200","PcyM_1339200-t36_1","P. cynomolgi strain M","PcyM_13:1,533,111..1,536,909(+)","conserved Plasmodium protein, unknown function","3408"
"PcyM_1339300","PcyM_1339300-t36_1","P. cynomolgi strain M","PcyM_13:1,538,176..1,542,864(-)","conserved Plasmodium protein, unknown function","4689"
"PcyM_1339500","PcyM_1339500-t36_1","P. cynomolgi strain M","PcyM_13:1,547,426..1,548,433(-)","RNA-binding protein Nova-1, putative","1008"
"PcyM_1339600","PcyM_1339600-t36_1","P. cynomolgi strain M","PcyM_13:1,553,149..1,554,004(-)","RNA polymerase small subunit, putative","294"
"PcyM_1339700","PcyM_1339700-t36_1","P. cynomolgi strain M","PcyM_13:1,554,787..1,556,784(-)","conserved Plasmodium protein, unknown function","1680"
"PcyM_1339800","PcyM_1339800-t36_1","P. cynomolgi strain M","PcyM_13:1,559,058..1,560,197(+)","uracil-DNA glycosylase, putative","1140"
"PcyM_1339900","PcyM_1339900-t36_1","P. cynomolgi strain M","PcyM_13:1,560,751..1,563,828(+)","ATP-dependent protease, putative","3078"
"PcyM_1340000","PcyM_1340000-t36_1","P. cynomolgi strain M","PcyM_13:1,565,189..1,566,163(+)","small nuclear ribonucleoprotein-associated protein B, putative","606"
"PcyM_1340100","PcyM_1340100-t36_1","P. cynomolgi strain M","PcyM_13:1,568,988..1,572,836(+)","ubiquitin carboxyl-terminal hydrolase, putative","3849"
"PcyM_1340300","PcyM_1340300-t36_1","P. cynomolgi strain M","PcyM_13:1,574,325..1,575,875(-)","RNA guanylyltransferase, putative","1551"
"PcyM_1340400","PcyM_1340400-t36_1","P. cynomolgi strain M","PcyM_13:1,579,541..1,587,405(+)","atypical protein kinase, ABC-1 family, putative","7098"
"PcyM_1340500","PcyM_1340500-t36_1","P. cynomolgi strain M","PcyM_13:1,589,252..1,591,302(-)","serine/threonine protein phosphatase PP1, putative","915"
"PcyM_1340600","PcyM_1340600-t36_1","P. cynomolgi strain M","PcyM_13:1,595,997..1,596,656(-)","60S ribosomal protein L10, putative","660"
"PcyM_1340700","PcyM_1340700-t36_1","P. cynomolgi strain M","PcyM_13:1,603,084..1,604,262(+)","conserved Plasmodium protein, unknown function","1179"
"PcyM_1340900","PcyM_1340900-t36_1","P. cynomolgi strain M","PcyM_13:1,606,159..1,608,558(-)","conserved Plasmodium protein, unknown function","2400"
"PcyM_1341000","PcyM_1341000-t36_1","P. cynomolgi strain M","PcyM_13:1,613,567..1,616,203(+)","26S proteasome regulatory subunit RPN13, putative","762"
"PcyM_1341100","PcyM_1341100-t36_1","P. cynomolgi strain M","PcyM_13:1,616,605..1,618,182(-)","DnaJ protein, putative","1146"
"PcyM_1341200","PcyM_1341200-t36_1","P. cynomolgi strain M","PcyM_13:1,620,595..1,622,061(-)","diphthamide synthesis protein, putative","1467"
"PcyM_1341300","PcyM_1341300-t36_1","P. cynomolgi strain M","PcyM_13:1,623,802..1,630,114(+)","conserved Plasmodium protein, unknown function","4137"
"PcyM_1341400","PcyM_1341400-t36_1","P. cynomolgi strain M","PcyM_13:1,630,359..1,632,512(-)","conserved Plasmodium protein, unknown function","1911"
"PcyM_1341500","PcyM_1341500-t36_1","P. cynomolgi strain M","PcyM_13:1,634,111..1,635,166(+)","FeS assembly ATPase SufC, putative","1056"
"PcyM_1341600","PcyM_1341600-t36_1","P. cynomolgi strain M","PcyM_13:1,636,451..1,638,295(+)","30S ribosomal protein S9, putative","1845"
"PcyM_1341700","PcyM_1341700-t36_1","P. cynomolgi strain M","PcyM_13:1,639,660..1,640,282(+)","conserved Plasmodium protein, unknown function","225"
"PcyM_1341800","PcyM_1341800-t36_1","P. cynomolgi strain M","PcyM_13:1,642,207..1,644,783(+)","conserved Plasmodium protein, unknown function","1341"
"PcyM_1341900","PcyM_1341900-t36_1","P. cynomolgi strain M","PcyM_13:1,645,819..1,647,997(-)","conserved Plasmodium protein, unknown function","1545"
"PcyM_1342100","PcyM_1342100-t36_1","P. cynomolgi strain M","PcyM_13:1,650,929..1,652,269(+)","conserved Plasmodium protein, unknown function","1341"
"PcyM_1342200","PcyM_1342200-t36_1","P. cynomolgi strain M","PcyM_13:1,654,255..1,656,698(-)","ubiquitin-conjugating enzyme, putative","930"
"PcyM_1342300","PcyM_1342300-t36_1","P. cynomolgi strain M","PcyM_13:1,659,279..1,661,194(+)","glycylpeptide N-tetradecanoyltransferase, putative","1233"
"PcyM_1342400","PcyM_1342400-t36_1","P. cynomolgi strain M","PcyM_13:1,661,907..1,665,587(-)","AAA family ATPase, putative","3681"
"PcyM_1342500","PcyM_1342500-t36_1","P. cynomolgi strain M","PcyM_13:1,666,801..1,668,207(+)","deoxyhypusine synthase, putative","1407"
"PcyM_1342600","PcyM_1342600-t36_1","P. cynomolgi strain M","PcyM_13:1,669,660..1,671,226(-)","actin II, putative","1131"
"PcyM_1342800","PcyM_1342800-t36_1","P. cynomolgi strain M","PcyM_13:1,674,846..1,684,073(+)","conserved Plasmodium protein, unknown function","8292"
"PcyM_1343100","PcyM_1343100-t36_1","P. cynomolgi strain M","PcyM_13:1,686,599..1,687,384(+)","nuclear transport factor 2, putative","378"
"PcyM_1343200","PcyM_1343200-t36_1","P. cynomolgi strain M","PcyM_13:1,689,038..1,691,836(+)","conserved Plasmodium protein, unknown function","2421"
"PcyM_1343300","PcyM_1343300-t36_1","P. cynomolgi strain M","PcyM_13:1,692,462..1,695,341(-)","mini-chromosome maintenance complex-binding protein, putative","2880"
"PcyM_1343400","PcyM_1343400-t36_1","P. cynomolgi strain M","PcyM_13:1,697,116..1,698,087(-)","p1/s1 nuclease, putative","972"
"PcyM_1343500","PcyM_1343500-t36_1","P. cynomolgi strain M","PcyM_13:1,700,711..1,701,619(-)","p1/s1 nuclease, putative","909"
"PcyM_1343600","PcyM_1343600-t36_1","P. cynomolgi strain M","PcyM_13:1,703,215..1,704,579(+)","conserved Plasmodium protein, unknown function","1365"
"PcyM_1343700","PcyM_1343700-t36_1","P. cynomolgi strain M","PcyM_13:1,705,007..1,706,839(-)","methyltransferase, putative","1833"
"PcyM_1343800","PcyM_1343800-t36_1","P. cynomolgi strain M","PcyM_13:1,707,269..1,709,032(-)","GTP-binding protein, putative","1764"
"PcyM_1343900","PcyM_1343900-t36_1","P. cynomolgi strain M","PcyM_13:1,709,996..1,712,992(-)","conserved Plasmodium protein, unknown function","2781"
"PcyM_1344000","PcyM_1344000-t36_1","P. cynomolgi strain M","PcyM_13:1,714,740..1,720,352(+)","plastid replication-repair enzyme, putative","5613"
"PcyM_1344100","PcyM_1344100-t36_1","P. cynomolgi strain M","PcyM_13:1,720,878..1,723,143(-)","conserved Plasmodium protein, unknown function","1533"
"PcyM_1344200","PcyM_1344200-t36_1","P. cynomolgi strain M","PcyM_13:1,727,540..1,730,480(+)","rhomboid protease ROM8, putative","2478"
"PcyM_1344300","PcyM_1344300-t36_1","P. cynomolgi strain M","PcyM_13:1,733,229..1,735,517(+)","conserved Plasmodium protein, unknown function","1122"
"PcyM_1344500","PcyM_1344500-t36_1","P. cynomolgi strain M","PcyM_13:1,735,754..1,743,723(-)","conserved Plasmodium protein, unknown function","6378"
"PcyM_1344600","PcyM_1344600-t36_1","P. cynomolgi strain M","PcyM_13:1,744,582..1,747,016(-)","ribosome maturation protein SBDS, putative","1995"
"PcyM_1344700","PcyM_1344700-t36_1","P. cynomolgi strain M","PcyM_13:1,749,120..1,750,617(-)","ankyrin-repeat protein, putative","519"
"PcyM_1344800","PcyM_1344800-t36_1","P. cynomolgi strain M","PcyM_13:1,753,607..1,754,998(+)","conserved Plasmodium protein, unknown function","1182"
"PcyM_1344850","PcyM_1344850-t36_1","P. cynomolgi strain M","PcyM_13:2,188,563..2,189,273(-)","PIR protein, pseudogene","585"
"PcyM_1344900","PcyM_1344900-t36_1","P. cynomolgi strain M","PcyM_13:1,756,494..1,757,891(-)","eukaryotic translation initiation factor 2 gamma subunit, putative","1398"
"PcyM_1345000","PcyM_1345000-t36_1","P. cynomolgi strain M","PcyM_13:1,761,155..1,761,751(+)","conserved Plasmodium protein, unknown function","393"
"PcyM_1345100","PcyM_1345100-t36_1","P. cynomolgi strain M","PcyM_13:1,763,184..1,765,097(-)","rhoptry-associated protein 1, putative","1914"
"PcyM_1345500","PcyM_1345500-t36_1","P. cynomolgi strain M","PcyM_13:1,769,934..1,782,706(+)","WD repeat-containing protein, putative","12369"
"PcyM_1345600","PcyM_1345600-t36_1","P. cynomolgi strain M","PcyM_13:1,784,253..1,786,805(-)","CTP synthase, putative","2553"
"PcyM_1345900","PcyM_1345900-t36_1","P. cynomolgi strain M","PcyM_13:1,789,587..1,791,633(-)","alpha/beta hydrolase, putative","945"
"PcyM_1346000","PcyM_1346000-t36_1","P. cynomolgi strain M","PcyM_13:1,794,060..1,794,941(+)","ER membrane protein complex subunit 2, putative","882"
"PcyM_1346100","PcyM_1346100-t36_1","P. cynomolgi strain M","PcyM_13:1,797,011..1,798,948(-)","cytidine diphosphate-diacylglycerol synthase, putative","1938"
"PcyM_1346300","PcyM_1346300-t36_1","P. cynomolgi strain M","PcyM_13:1,803,845..1,805,362(-)","CUGBP Elav-like family member 2, putative","1518"
"PcyM_1346400","PcyM_1346400-t36_1","P. cynomolgi strain M","PcyM_13:1,809,552..1,812,075(+)","conserved Plasmodium protein, unknown function","2376"
"PcyM_1346500","PcyM_1346500-t36_1","P. cynomolgi strain M","PcyM_13:1,812,793..1,816,524(-)","conserved Plasmodium protein, unknown function","3732"
"PcyM_1346700","PcyM_1346700-t36_1","P. cynomolgi strain M","PcyM_13:1,819,361..1,821,064(-)","conserved Plasmodium protein, unknown function","1704"
"PcyM_1346800","PcyM_1346800-t36_1","P. cynomolgi strain M","PcyM_13:1,823,654..1,827,698(-)","conserved Plasmodium protein, unknown function","3693"
"PcyM_1346900","PcyM_1346900-t36_1","P. cynomolgi strain M","PcyM_13:1,832,579..1,834,104(+)","conserved Plasmodium protein, unknown function","789"
"PcyM_1347000","PcyM_1347000-t36_1","P. cynomolgi strain M","PcyM_13:1,835,426..1,836,607(-)","DNA damage-inducible protein 1, putative","1182"
"PcyM_1347100","PcyM_1347100-t36_1","P. cynomolgi strain M","PcyM_13:1,838,800..1,839,816(+)","conserved Plasmodium protein, unknown function","657"
"PcyM_1347200","PcyM_1347200-t36_1","P. cynomolgi strain M","PcyM_13:1,840,341..1,843,907(-)","aldo-keto reductase, putative","3567"
"PcyM_1347300","PcyM_1347300-t36_1","P. cynomolgi strain M","PcyM_13:1,844,999..1,846,796(+)","WD repeat-containing protein, putative","1641"
"PcyM_1347400","PcyM_1347400-t36_1","P. cynomolgi strain M","PcyM_13:1,848,003..1,849,025(+)","tRNA-dihydrouridine synthase, putative","1023"
"PcyM_1347500","PcyM_1347500-t36_1","P. cynomolgi strain M","PcyM_13:1,849,678..1,850,702(-)","conserved Plasmodium protein, unknown function","927"
"PcyM_1347600","PcyM_1347600-t36_1","P. cynomolgi strain M","PcyM_13:1,854,049..1,874,143(+)","conserved Plasmodium protein, unknown function","19965"
"PcyM_1347700","PcyM_1347700-t36_1","P. cynomolgi strain M","PcyM_13:1,875,163..1,876,301(-)","40S ribosomal protein S8e, putative","666"
"PcyM_1347800","PcyM_1347800-t36_1","P. cynomolgi strain M","PcyM_13:1,879,033..1,879,548(-)","conserved Plasmodium protein, unknown function","516"
"PcyM_1347900","PcyM_1347900-t36_1","P. cynomolgi strain M","PcyM_13:1,881,677..1,885,024(+)","DNA repair helicase, putative","3348"
"PcyM_1348000","PcyM_1348000-t36_1","P. cynomolgi strain M","PcyM_13:1,885,836..1,886,922(-)","conserved Plasmodium protein, unknown function","618"
"PcyM_1348100","PcyM_1348100-t36_1","P. cynomolgi strain M","PcyM_13:1,896,430..1,901,340(+)","transcription factor with AP2 domain(s), putative","4911"
"PcyM_1348200","PcyM_1348200-t36_1","P. cynomolgi strain M","PcyM_13:1,903,567..1,904,919(-)","plasmepsin IV, putative","1353"
"PcyM_1348300","PcyM_1348300-t36_1","P. cynomolgi strain M","PcyM_13:1,908,282..1,909,958(-)","conserved Plasmodium protein, unknown function","1227"
"PcyM_1348400","PcyM_1348400-t36_1","P. cynomolgi strain M","PcyM_13:1,912,886..1,919,230(+)","conserved Plasmodium protein, unknown function","6345"
"PcyM_1348500","PcyM_1348500-t36_1","P. cynomolgi strain M","PcyM_13:1,919,250..1,920,665(-)","tRNA m2G10 methyltransferase subunit, putative","387"
"PcyM_1348600","PcyM_1348600-t36_1","P. cynomolgi strain M","PcyM_13:1,922,123..1,922,755(+)","conserved Plasmodium protein, unknown function","633"
"PcyM_1348700","PcyM_1348700-t36_1","P. cynomolgi strain M","PcyM_13:1,923,893..1,926,939(-)","pre-mRNA-splicing factor 38B, putative","2085"
"PcyM_1348800","PcyM_1348800-t36_1","P. cynomolgi strain M","PcyM_13:1,929,050..1,930,070(+)","conserved Plasmodium protein, unknown function","879"
"PcyM_1348900","PcyM_1348900-t36_1","P. cynomolgi strain M","PcyM_13:1,931,465..1,932,816(-)","fibrillarin, putative","1020"
"PcyM_1349000","PcyM_1349000-t36_1","P. cynomolgi strain M","PcyM_13:1,934,907..1,938,842(-)","LCCL domain-containing protein, putative","3936"
"PcyM_1349100","PcyM_1349100-t36_1","P. cynomolgi strain M","PcyM_13:1,940,168..1,941,819(-)","Fe-S-cluster redox enzyme, putative","1092"
"PcyM_1349200","PcyM_1349200-t36_1","P. cynomolgi strain M","PcyM_13:1,946,147..1,947,731(+)","glideosome associated protein with multiple membrane spans 3, putative","855"
"PcyM_1349300","PcyM_1349300-t36_1","P. cynomolgi strain M","PcyM_13:1,949,189..1,949,761(-)","vacuolar protein sorting-associated protein 29, putative","573"
"PcyM_1349400","PcyM_1349400-t36_1","P. cynomolgi strain M","PcyM_13:1,950,778..1,954,614(-)","ATP-dependent Clp protease, putative","3837"
"PcyM_1349500","PcyM_1349500-t36_1","P. cynomolgi strain M","PcyM_13:1,956,539..1,961,585(+)","WD repeat-containing protein 65, putative","4782"
"PcyM_1349600","PcyM_1349600-t36_1","P. cynomolgi strain M","PcyM_13:1,961,864..1,963,789(-)","PPR repeat protein","1926"
"PcyM_1349700","PcyM_1349700-t36_1","P. cynomolgi strain M","PcyM_13:1,964,749..1,966,251(-)","glycerophosphodiester phosphodiesterase, putative","1503"
"PcyM_1349800","PcyM_1349800-t36_1","P. cynomolgi strain M","PcyM_13:1,968,797..1,977,047(-)","conserved Plasmodium protein, unknown function","8250"
"PcyM_1349900","PcyM_1349900-t36_1","P. cynomolgi strain M","PcyM_13:1,979,439..1,982,966(+)","conserved Plasmodium protein, unknown function","3528"
"PcyM_1349950","PcyM_1349950-t36_1","P. cynomolgi strain M","PcyM_13:1,983,563..1,984,279(-)","RNA-binding protein 8A, putative","324"
"PcyM_1350000","PcyM_1350000-t36_1","P. cynomolgi strain M","PcyM_13:1,984,846..1,993,663(+)","conserved Plasmodium protein, unknown function","7563"
"PcyM_1350100","PcyM_1350100-t36_1","P. cynomolgi strain M","PcyM_13:1,993,688..1,997,023(-)","RNA-binding protein, putative","3165"
"PcyM_1350200","PcyM_1350200-t36_1","P. cynomolgi strain M","PcyM_13:1,998,508..2,002,221(+)","ribosome biogenesis protein BOP1, putative","2889"
"PcyM_1350300","PcyM_1350300-t36_1","P. cynomolgi strain M","PcyM_13:2,004,789..2,007,038(+)","RING zinc finger protein, putative","2250"
"PcyM_1350400","PcyM_1350400-t36_1","P. cynomolgi strain M","PcyM_13:2,009,426..2,010,475(+)","ribonucleotide reductase small subunit, putative","1050"
"PcyM_1350500","PcyM_1350500-t36_1","P. cynomolgi strain M","PcyM_13:2,011,202..2,013,082(-)","COBW domain-containing protein 1, putative","1881"
