"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length"
"PCOAH_00048140","PCOAH_00048140-t30_1","P. coatneyi Hackeri","CP016251:287,386..293,539(+)","Uncharacterized protein","2028"
"PCOAH_00048150","PCOAH_00048150-t30_1","P. coatneyi Hackeri","CP016251:297,507..298,826(+)","Histidine-rich knob protein-like protein KPRPC","1119"
"PCOAH_00048160","PCOAH_00048160-t30_1","P. coatneyi Hackeri","CP016251:301,468..304,851(-)","Uncharacterized protein","3261"
"PCOAH_00048170","PCOAH_00048170-t30_1","P. coatneyi Hackeri","CP016251:308,886..309,440(-)","Uncharacterized protein","393"
"PCOAH_00048180","PCOAH_00048180-t30_1","P. coatneyi Hackeri","CP016251:311,559..313,470(-)","Uncharacterized protein","1785"
"PCOAH_00048190","PCOAH_00048190-t30_1","P. coatneyi Hackeri","CP016251:316,380..317,727(-)","Uncharacterized protein","1218"
"PCOAH_00048200","PCOAH_00048200-t30_1","P. coatneyi Hackeri","CP016251:321,237..322,340(-)","Uncharacterized protein","981"
"PCOAH_00048210","PCOAH_00048210-t30_1","P. coatneyi Hackeri","CP016251:328,253..330,040(-)","Uncharacterized protein","1575"
"PCOAH_00048220","PCOAH_00048220-t30_1","P. coatneyi Hackeri","CP016251:350,354..352,083(-)","Uncharacterized protein","870"
"PCOAH_00048230","PCOAH_00048230-t30_1","P. coatneyi Hackeri","CP016251:353,768..355,159(+)","Uncharacterized protein","1392"
"PCOAH_00048240","PCOAH_00048240-t30_1","P. coatneyi Hackeri","CP016251:355,761..359,269(-)","Uncharacterized protein","2259"
"PCOAH_00048250","PCOAH_00048250-t30_1","P. coatneyi Hackeri","CP016251:360,881..362,017(-)","Ribosomal protein L14","858"
"PCOAH_00048260","PCOAH_00048260-t30_1","P. coatneyi Hackeri","CP016251:362,484..363,890(-)","ATP-specific succinyl-CoA synthetase beta subunit","1407"
"PCOAH_00048270","PCOAH_00048270-t30_1","P. coatneyi Hackeri","CP016251:365,547..367,589(+)","Mitogen-activated protein kinase","1935"
"PCOAH_00048280","PCOAH_00048280-t30_1","P. coatneyi Hackeri","CP016251:369,887..372,624(+)","Uncharacterized protein","2589"
"PCOAH_00048290","PCOAH_00048290-t30_1","P. coatneyi Hackeri","CP016251:372,725..375,207(-)","GTPase","2334"
"PCOAH_00048300","PCOAH_00048300-t30_1","P. coatneyi Hackeri","CP016251:377,418..379,649(+)","Uncharacterized protein","2232"
"PCOAH_00048310","PCOAH_00048310-t30_1","P. coatneyi Hackeri","CP016251:380,844..381,893(-)","Uncharacterized protein","1050"
"PCOAH_00048320","PCOAH_00048320-t30_1","P. coatneyi Hackeri","CP016251:384,446..385,478(+)","Uncharacterized protein","778"
"PCOAH_00048330","PCOAH_00048330-t30_1","P. coatneyi Hackeri","CP016251:386,753..387,271(+)","Cytochrome c oxidase subunit II","519"
"PCOAH_00048340","PCOAH_00048340-t30_1","P. coatneyi Hackeri","CP016251:387,849..388,691(-)","Uncharacterized protein","843"
"PCOAH_00048350","PCOAH_00048350-t30_1","P. coatneyi Hackeri","CP016251:389,821..391,630(-)","Glutamate dehydrogenase","1536"
"PCOAH_00048360","PCOAH_00048360-t30_1","P. coatneyi Hackeri","CP016251:392,426..394,786(-)","Uncharacterized protein","2361"
"PCOAH_00048370","PCOAH_00048370-t30_1","P. coatneyi Hackeri","CP016251:395,589..396,776(-)","Uncharacterized protein","1188"
"PCOAH_00048380","PCOAH_00048380-t30_1","P. coatneyi Hackeri","CP016251:397,245..399,041(-)","Autophagy protein 5","1797"
"PCOAH_00048390","PCOAH_00048390-t30_1","P. coatneyi Hackeri","CP016251:400,133..406,558(+)","Acid phosphatase","6426"
"PCOAH_00048400","PCOAH_00048400-t30_1","P. coatneyi Hackeri","CP016251:406,832..409,887(-)","Aspartyl protease","1997"
"PCOAH_00048410","PCOAH_00048410-t30_1","P. coatneyi Hackeri","CP016251:411,147..412,732(-)","Serine/threonine-protein phosphatase 2A activator","1002"
"PCOAH_00048420","PCOAH_00048420-t30_1","P. coatneyi Hackeri","CP016251:414,499..415,872(+)","Uncharacterized protein","1113"
"PCOAH_00048430","PCOAH_00048430-t30_1","P. coatneyi Hackeri","CP016251:416,301..420,047(-)","ATP-dependent DNA helicase","3747"
"PCOAH_00048440","PCOAH_00048440-t30_1","P. coatneyi Hackeri","CP016251:421,128..425,296(-)","Uncharacterized protein","3933"
"PCOAH_00048450","PCOAH_00048450-t30_1","P. coatneyi Hackeri","CP016251:427,113..428,174(+)","Ribosomal protein L15","1062"
"PCOAH_00048460","PCOAH_00048460-t30_1","P. coatneyi Hackeri","CP016251:428,443..429,087(-)","Uncharacterized protein","645"
"PCOAH_00048470","PCOAH_00048470-t30_1","P. coatneyi Hackeri","CP016251:430,191..432,206(-)","Uncharacterized protein","2016"
"PCOAH_00048480","PCOAH_00048480-t30_1","P. coatneyi Hackeri","CP016251:432,617..439,036(-)","rRNA methylase","6420"
"PCOAH_00048490","PCOAH_00048490-t30_1","P. coatneyi Hackeri","CP016251:440,538..443,664(+)","Uncharacterized protein","1059"
"PCOAH_00048500","PCOAH_00048500-t30_1","P. coatneyi Hackeri","CP016251:446,595..448,787(+)","AP2 family","2193"
"PCOAH_00048510","PCOAH_00048510-t30_1","P. coatneyi Hackeri","CP016251:449,336..451,075(-)","Ribosomal protein L15","1740"
"PCOAH_00048520","PCOAH_00048520-t30_1","P. coatneyi Hackeri","CP016251:452,302..452,961(+)","Uncharacterized protein","660"
"PCOAH_00048530","PCOAH_00048530-t30_1","P. coatneyi Hackeri","CP016251:454,356..457,553(+)","Uncharacterized protein","3198"
"PCOAH_00048540","PCOAH_00048540-t30_1","P. coatneyi Hackeri","CP016251:457,658..458,816(-)","Transcription initiation TFIID-like","936"
"PCOAH_00048550","PCOAH_00048550-t30_1","P. coatneyi Hackeri","CP016251:460,404..461,456(+)","Heme/steroid binding domain containing protein","1053"
"PCOAH_00048560","PCOAH_00048560-t30_1","P. coatneyi Hackeri","CP016251:461,882..463,960(-)","Peptide chain release factor 1","918"
"PCOAH_00048570","PCOAH_00048570-t30_1","P. coatneyi Hackeri","CP016251:481,992..488,881(+)","SICA antigen","5031"
"PCOAH_00048580","PCOAH_00048580-t30_1","P. coatneyi Hackeri","CP016251:502,653..509,508(+)","SICA antigen","4716"
"PCOAH_00048590","PCOAH_00048590-t30_1","P. coatneyi Hackeri","CP016251:520,518..524,443(+)","Pvstp1","2487"
"PCOAH_00048600","PCOAH_00048600-t30_1","P. coatneyi Hackeri","CP016251:526,223..527,501(+)","Proliferation-associated protein 2g4","1137"
"PCOAH_00048610","PCOAH_00048610-t30_1","P. coatneyi Hackeri","CP016251:528,273..530,786(-)","Transporter protein","2514"
"PCOAH_00048620","PCOAH_00048620-t30_1","P. coatneyi Hackeri","CP016251:532,529..534,517(+)","Uncharacterized protein","1989"
"PCOAH_00048630","PCOAH_00048630-t30_1","P. coatneyi Hackeri","CP016251:534,877..536,994(-)","Uncharacterized protein","1248"
"PCOAH_00048640","PCOAH_00048640-t30_1","P. coatneyi Hackeri","CP016251:538,287..539,132(-)","Uncharacterized protein","846"
"PCOAH_00048650","PCOAH_00048650-t30_1","P. coatneyi Hackeri","CP016251:542,473..543,213(+)","Exosome complex exonuclease rrp41-like protein","741"
"PCOAH_00048660","PCOAH_00048660-t30_1","P. coatneyi Hackeri","CP016251:545,215..546,669(-)","CorA-like Mg2+ transporter protein","1455"
"PCOAH_00048670","PCOAH_00048670-t30_1","P. coatneyi Hackeri","CP016251:548,954..551,386(-)","DNA mismatch repair enzyme","2433"
"PCOAH_00048680","PCOAH_00048680-t30_1","P. coatneyi Hackeri","CP016251:553,707..556,203(+)","Uncharacterized protein","1581"
"PCOAH_00048690","PCOAH_00048690-t30_1","P. coatneyi Hackeri","CP016251:564,723..569,947(-)","Uncharacterized protein","4464"
"PCOAH_00048700","PCOAH_00048700-t30_1","P. coatneyi Hackeri","CP016251:571,664..572,216(-)","Uncharacterized protein","399"
"PCOAH_00048710","PCOAH_00048710-t30_1","P. coatneyi Hackeri","CP016251:573,731..578,463(-)","Lipase","4518"
"PCOAH_00048720","PCOAH_00048720-t30_1","P. coatneyi Hackeri","CP016251:580,287..583,673(-)","Uncharacterized protein","3387"
"PCOAH_00048730","PCOAH_00048730-t30_1","P. coatneyi Hackeri","CP016251:585,578..591,409(-)","Uncharacterized protein","5595"
"PCOAH_00048740","PCOAH_00048740-t30_1","P. coatneyi Hackeri","CP016251:594,287..597,682(+)","Phosphoenolpyruvate carboxylase","3396"
"PCOAH_00048750","PCOAH_00048750-t30_1","P. coatneyi Hackeri","CP016251:598,366..599,049(+)","Uncharacterized protein","684"
"PCOAH_00048760","PCOAH_00048760-t30_1","P. coatneyi Hackeri","CP016251:599,376..602,075(+)","Uncharacterized protein","2700"
"PCOAH_00048770","PCOAH_00048770-t30_1","P. coatneyi Hackeri","CP016251:603,147..605,126(+)","ABC transporter","1980"
"PCOAH_00048780","PCOAH_00048780-t30_1","P. coatneyi Hackeri","CP016251:605,792..608,597(+)","Dynein-associated protein","2346"
"PCOAH_00048790","PCOAH_00048790-t30_1","P. coatneyi Hackeri","CP016251:609,567..610,799(+)","Arginine n-methyltransferase","1233"
"PCOAH_00048800","PCOAH_00048800-t30_1","P. coatneyi Hackeri","CP016251:613,291..613,815(+)","Nascent polypeptide-associated complex subunit beta","525"
"PCOAH_00048810","PCOAH_00048810-t30_1","P. coatneyi Hackeri","CP016251:615,657..616,142(+)","Ribosomal protein L21e","486"
"PCOAH_00048820","PCOAH_00048820-t30_1","P. coatneyi Hackeri","CP016251:617,541..619,043(+)","Uncharacterized protein","1140"
"PCOAH_00048830","PCOAH_00048830-t30_1","P. coatneyi Hackeri","CP016251:619,380..621,668(-)","Uncharacterized protein","2289"
"PCOAH_00048840","PCOAH_00048840-t30_1","P. coatneyi Hackeri","CP016251:622,409..623,898(-)","Uncharacterized protein","1188"
"PCOAH_00048850","PCOAH_00048850-t30_1","P. coatneyi Hackeri","CP016251:625,569..626,224(-)","Uncharacterized protein","552"
"PCOAH_00048860","PCOAH_00048860-t30_1","P. coatneyi Hackeri","CP016251:626,934..629,792(-)","DNA-directed DNA polymerase","2859"
"PCOAH_00048870","PCOAH_00048870-t30_1","P. coatneyi Hackeri","CP016251:630,869..632,563(-)","KIR-like protein","1140"
"PCOAH_00048880","PCOAH_00048880-t30_1","P. coatneyi Hackeri","CP016251:643,599..645,339(-)","KIR-like CYIR protein","1119"
"PCOAH_00048890","PCOAH_00048890-t30_1","P. coatneyi Hackeri","CP016251:650,688..655,188(-)","KIR protein","2709"
"PCOAH_00048900","PCOAH_00048900-t30_1","P. coatneyi Hackeri","CP016251:655,211..700,015(-)","KIR protein","5268"
"PCOAH_00048910","PCOAH_00048910-t30_1","P. coatneyi Hackeri","CP016251:672,706..673,597(+)","KIR-like protein","798"
"PCOAH_00048920","PCOAH_00048920-t30_1","P. coatneyi Hackeri","CP016251:679,072..680,255(+)","KIR protein","795"
"PCOAH_00048930","PCOAH_00048930-t30_1","P. coatneyi Hackeri","CP016251:691,897..693,302(+)","KIR protein","1038"
"PCOAH_00048940","PCOAH_00048940-t30_1","P. coatneyi Hackeri","CP016251:701,609..704,772(+)","KIR protein","1482"
"PCOAH_00048950","PCOAH_00048950-t30_1","P. coatneyi Hackeri","CP016251:705,597..707,151(-)","KIR protein","1140"
"PCOAH_00048960","PCOAH_00048960-t30_1","P. coatneyi Hackeri","CP016251:708,829..710,089(+)","KIR-like protein","858"
"PCOAH_00048970","PCOAH_00048970-t30_1","P. coatneyi Hackeri","CP016251:713,484..715,142(+)","Variable surface protein Vir7-like","1317"
"PCOAH_00048980","PCOAH_00048980-t30_1","P. coatneyi Hackeri","CP016251:717,434..719,109(+)","Uncharacterized protein","942"
"PCOAH_00048990","PCOAH_00048990-t30_1","P. coatneyi Hackeri","CP016251:719,662..720,897(+)","Uncharacterized protein","1236"
"PCOAH_00049000","PCOAH_00049000-t30_1","P. coatneyi Hackeri","CP016251:725,432..726,679(-)","50S ribosomal protein L7Ae","873"
"PCOAH_00049010","PCOAH_00049010-t30_1","P. coatneyi Hackeri","CP016251:728,802..730,359(+)","Ribosomal protein family L5","888"
"PCOAH_00049020","PCOAH_00049020-t30_1","P. coatneyi Hackeri","CP016251:731,962..736,211(-)","Uncharacterized protein","3987"
"PCOAH_00049030","PCOAH_00049030-t30_1","P. coatneyi Hackeri","CP016251:738,121..740,517(-)","Palmitoyltransferase","897"
"PCOAH_00049040","PCOAH_00049040-t30_1","P. coatneyi Hackeri","CP016251:829,515..833,330(+)","Uncharacterized protein","3816"
"PCOAH_00049050","PCOAH_00049050-t30_1","P. coatneyi Hackeri","CP016251:834,240..836,023(-)","Calcium-dependent protein kinase","741"
"PCOAH_00049060","PCOAH_00049060-t30_1","P. coatneyi Hackeri","CP016251:839,314..842,567(+)","Uncharacterized protein","3141"
"PCOAH_00049070","PCOAH_00049070-t30_1","P. coatneyi Hackeri","CP016251:842,825..852,312(-)","Serine/threonine-protein phosphatase","6624"
"PCOAH_00049080","PCOAH_00049080-t30_1","P. coatneyi Hackeri","CP016251:852,999..855,379(-)","Cyclophilin","1347"
"PCOAH_00049090","PCOAH_00049090-t30_1","P. coatneyi Hackeri","CP016251:856,852..859,044(-)","Uncharacterized protein","2193"
"PCOAH_00049100","PCOAH_00049100-t30_1","P. coatneyi Hackeri","CP016251:862,818..864,437(+)","Autoantigen ngp-1","1620"
"PCOAH_00049110","PCOAH_00049110-t30_1","P. coatneyi Hackeri","CP016251:865,067..866,767(-)","Uncharacterized protein","1701"
"PCOAH_00049120","PCOAH_00049120-t30_1","P. coatneyi Hackeri","CP016251:869,111..870,601(+)","Actin","1491"
"PCOAH_00049130","PCOAH_00049130-t30_1","P. coatneyi Hackeri","CP016251:871,369..874,377(-)","Uncharacterized protein","3009"
"PCOAH_00049140","PCOAH_00049140-t30_1","P. coatneyi Hackeri","CP016251:875,484..876,905(-)","Uncharacterized protein","1422"
"PCOAH_00049150","PCOAH_00049150-t30_1","P. coatneyi Hackeri","CP016251:878,183..880,353(-)","Uncharacterized protein","1653"
"PCOAH_00049160","PCOAH_00049160-t30_1","P. coatneyi Hackeri","CP016251:881,975..886,651(-)","Uncharacterized protein","4677"
"PCOAH_00049170","PCOAH_00049170-t30_1","P. coatneyi Hackeri","CP016251:888,406..889,581(+)","DnaJ domain-containing protein","1176"
"PCOAH_00049180","PCOAH_00049180-t30_1","P. coatneyi Hackeri","CP016251:890,428..891,345(+)","Uncharacterized protein","918"
"PCOAH_00049190","PCOAH_00049190-t30_1","P. coatneyi Hackeri","CP016251:892,374..894,982(+)","Ribosomal protein","1753"
"PCOAH_00049200","PCOAH_00049200-t30_1","P. coatneyi Hackeri","CP016251:895,169..895,654(+)","Ctr copper transporter domain containing protein","486"
"PCOAH_00049210","PCOAH_00049210-t30_1","P. coatneyi Hackeri","CP016251:896,328..897,431(+)","Uncharacterized protein","1104"
"PCOAH_00049220","PCOAH_00049220-t30_1","P. coatneyi Hackeri","CP016251:898,040..901,335(-)","Uncharacterized protein","2391"
"PCOAH_00049230","PCOAH_00049230-t30_1","P. coatneyi Hackeri","CP016251:901,923..903,742(+)","Uncharacterized protein","1026"
"PCOAH_00049240","PCOAH_00049240-t30_1","P. coatneyi Hackeri","CP016251:904,526..907,773(+)","Uncharacterized protein","2538"
"PCOAH_00049250","PCOAH_00049250-t30_1","P. coatneyi Hackeri","CP016251:908,656..909,814(+)","40S ribosomal protein S25","772"
"PCOAH_00049260","PCOAH_00049260-t30_1","P. coatneyi Hackeri","CP016251:910,494..913,160(-)","Uncharacterized protein","2667"
"PCOAH_00049270","PCOAH_00049270-t30_1","P. coatneyi Hackeri","CP016251:914,517..915,600(+)","Uncharacterized protein","522"
"PCOAH_00049280","PCOAH_00049280-t30_1","P. coatneyi Hackeri","CP016251:916,679..919,646(+)","Uncharacterized protein","2031"
"PCOAH_00049290","PCOAH_00049290-t30_1","P. coatneyi Hackeri","CP016251:920,279..923,252(-)","Surface protein","2826"
"PCOAH_00049300","PCOAH_00049300-t30_1","P. coatneyi Hackeri","CP016251:926,185..931,497(+)","Uncharacterized protein","4659"
"PCOAH_00049310","PCOAH_00049310-t30_1","P. coatneyi Hackeri","CP016251:931,898..934,414(-)","Glycyl-tRNA synthetase","2517"
"PCOAH_00049320","PCOAH_00049320-t30_1","P. coatneyi Hackeri","CP016251:935,678..936,481(-)","Uncharacterized protein","804"
"PCOAH_00049330","PCOAH_00049330-t30_1","P. coatneyi Hackeri","CP016251:937,286..940,747(+)","Uncharacterized protein","3462"
"PCOAH_00049340","PCOAH_00049340-t30_1","P. coatneyi Hackeri","CP016251:943,340..947,695(+)","Uncharacterized protein","4356"
"PCOAH_00049350","PCOAH_00049350-t30_1","P. coatneyi Hackeri","CP016251:949,331..950,928(+)","Uncharacterized protein","1368"
"PCOAH_00049360","PCOAH_00049360-t30_1","P. coatneyi Hackeri","CP016251:952,035..953,852(+)","Uncharacterized protein","1818"
"PCOAH_00049370","PCOAH_00049370-t30_1","P. coatneyi Hackeri","CP016251:954,923..956,893(+)","Glutathione reductase","1671"
"PCOAH_00049380","PCOAH_00049380-t30_1","P. coatneyi Hackeri","CP016251:957,424..958,875(-)","Uncharacterized protein","1452"
"PCOAH_00049390","PCOAH_00049390-t30_1","P. coatneyi Hackeri","CP016251:960,957..964,200(+)","Uncharacterized protein","1485"
"PCOAH_00049400","PCOAH_00049400-t30_1","P. coatneyi Hackeri","CP016251:965,124..965,765(+)","Uncharacterized protein","642"
"PCOAH_00049410","PCOAH_00049410-t30_1","P. coatneyi Hackeri","CP016251:968,684..974,865(+)","Uncharacterized protein","5697"
"PCOAH_00049420","PCOAH_00049420-t30_1","P. coatneyi Hackeri","CP016251:975,780..976,733(-)","Glutathione s-transferase","812"
"PCOAH_00049430","PCOAH_00049430-t30_1","P. coatneyi Hackeri","CP016251:978,949..981,283(+)","Uncharacterized protein","1872"
"PCOAH_00049440","PCOAH_00049440-t30_1","P. coatneyi Hackeri","CP016251:982,315..985,173(-)","Uncharacterized protein","2859"
"PCOAH_00049450","PCOAH_00049450-t30_1","P. coatneyi Hackeri","CP016251:988,056..988,927(+)","Uncharacterized protein","837"
"PCOAH_00049460","PCOAH_00049460-t30_1","P. coatneyi Hackeri","CP016251:989,011..991,365(+)","Uncharacterized protein","2355"
"PCOAH_00049470","PCOAH_00049470-t30_1","P. coatneyi Hackeri","CP016251:992,591..995,323(+)","RNA helicase","2565"
"PCOAH_00049474","PCOAH_00049474-t30_1","P. coatneyi Hackeri","CP016251:999,603..999,720(-)","5S ribosomal RNA","118"
"PCOAH_00049475","PCOAH_00049475-t30_1","P. coatneyi Hackeri","CP016251:998,985..999,102(-)","5S ribosomal RNA","118"
"PCOAH_00049476","PCOAH_00049476-t30_1","P. coatneyi Hackeri","CP016251:997,928..998,046(-)","5S ribosomal RNA","119"
"PCOAH_00049480","PCOAH_00049480-t30_1","P. coatneyi Hackeri","CP016251:1,001,118..1,001,189(-)","tRNA-Pro","72"
"PCOAH_00049490","PCOAH_00049490-t30_1","P. coatneyi Hackeri","CP016251:1,002,300..1,002,710(-)","Calmodulin","411"
"PCOAH_00049500","PCOAH_00049500-t30_1","P. coatneyi Hackeri","CP016251:1,003,141..1,004,092(-)","Uncharacterized protein","501"
"PCOAH_00049510","PCOAH_00049510-t30_1","P. coatneyi Hackeri","CP016251:1,006,319..1,016,600(+)","Uncharacterized protein","10224"
"PCOAH_00049520","PCOAH_00049520-t30_1","P. coatneyi Hackeri","CP016251:1,017,511..1,020,385(+)","Ubiquitin fusion degradation protein","1552"
"PCOAH_00049530","PCOAH_00049530-t30_1","P. coatneyi Hackeri","CP016251:1,021,007..1,022,130(+)","Uncharacterized protein","435"
"PCOAH_00049540","PCOAH_00049540-t30_1","P. coatneyi Hackeri","CP016251:1,022,715..1,025,978(-)","DNA helicase","3070"
"PCOAH_00049550","PCOAH_00049550-t30_1","P. coatneyi Hackeri","CP016251:1,027,517..1,029,324(-)","Uncharacterized protein","940"
"PCOAH_00049560","PCOAH_00049560-t30_1","P. coatneyi Hackeri","CP016251:1,033,549..1,046,421(+)","Uncharacterized protein","12873"
"PCOAH_00049570","PCOAH_00049570-t30_1","P. coatneyi Hackeri","CP016251:1,048,821..1,050,248(+)","tRNA pseudouridine synthase","1428"
"PCOAH_00049580","PCOAH_00049580-t30_1","P. coatneyi Hackeri","CP016251:1,061,130..1,072,043(-)","Cyclic-nucleotide binding protein","10017"
"PCOAH_00049590","PCOAH_00049590-t30_1","P. coatneyi Hackeri","CP016251:1,073,524..1,076,685(-)","Uncharacterized protein","2874"
"PCOAH_00049600","PCOAH_00049600-t30_1","P. coatneyi Hackeri","CP016251:1,085,210..1,097,641(-)","Uncharacterized protein","12432"
"PCOAH_00049610","PCOAH_00049610-t30_1","P. coatneyi Hackeri","CP016251:1,100,900..1,101,856(-)","Uncharacterized protein","957"
"PCOAH_00049620","PCOAH_00049620-t30_1","P. coatneyi Hackeri","CP016251:1,103,372..1,104,544(-)","Uncharacterized protein","1173"
"PCOAH_00049630","PCOAH_00049630-t30_1","P. coatneyi Hackeri","CP016251:1,106,865..1,108,013(+)","Uncharacterized protein","691"
"PCOAH_00049640","PCOAH_00049640-t30_1","P. coatneyi Hackeri","CP016251:1,108,422..1,110,428(-)","Lysyl-tRNA synthetase","2007"
"PCOAH_00049650","PCOAH_00049650-t30_1","P. coatneyi Hackeri","CP016251:1,110,818..1,112,217(+)","Uncharacterized protein","700"
"PCOAH_00049660","PCOAH_00049660-t30_1","P. coatneyi Hackeri","CP016251:1,114,470..1,122,797(+)","Uncharacterized protein","8328"
"PCOAH_00049670","PCOAH_00049670-t30_1","P. coatneyi Hackeri","CP016251:1,123,909..1,125,321(-)","Glutamate dehydrogenase","1413"
"PCOAH_00049680","PCOAH_00049680-t30_1","P. coatneyi Hackeri","CP016251:1,127,277..1,131,386(+)","Uncharacterized protein","2072"
"PCOAH_00049690","PCOAH_00049690-t30_1","P. coatneyi Hackeri","CP016251:1,131,581..1,132,876(-)","Uncharacterized protein","1185"
"PCOAH_00049700","PCOAH_00049700-t30_1","P. coatneyi Hackeri","CP016251:1,134,832..1,139,250(+)","Peptidase","4419"
"PCOAH_00049710","PCOAH_00049710-t30_1","P. coatneyi Hackeri","CP016251:1,139,316..1,140,536(+)","Peptidase","1221"
"PCOAH_00049720","PCOAH_00049720-t30_1","P. coatneyi Hackeri","CP016251:1,142,939..1,145,596(+)","Protein SEY1-like protein","2658"
"PCOAH_00049730","PCOAH_00049730-t30_1","P. coatneyi Hackeri","CP016251:1,146,385..1,147,511(-)","Uncharacterized protein","663"
"PCOAH_00049740","PCOAH_00049740-t30_1","P. coatneyi Hackeri","CP016251:1,149,189..1,150,009(+)","Uncharacterized protein","489"
"PCOAH_00049750","PCOAH_00049750-t30_1","P. coatneyi Hackeri","CP016251:1,150,521..1,151,732(-)","rRNA adenine N(6)-methyltransferase","1212"
"PCOAH_00049760","PCOAH_00049760-t30_1","P. coatneyi Hackeri","CP016251:1,154,469..1,156,423(-)","KIR protein","1494"
"PCOAH_00049770","PCOAH_00049770-t30_1","P. coatneyi Hackeri","CP016251:1,159,762..1,160,925(-)","KIR protein","1008"
"PCOAH_00049780","PCOAH_00049780-t30_1","P. coatneyi Hackeri","CP016251:1,166,274..1,167,989(+)","Glycine C-acetyltransferase","1716"
"PCOAH_00049790","PCOAH_00049790-t30_1","P. coatneyi Hackeri","CP016251:1,169,862..1,172,957(+)","Uncharacterized protein","3096"
"PCOAH_00049800","PCOAH_00049800-t30_1","P. coatneyi Hackeri","CP016251:1,174,154..1,177,865(+)","Uncharacterized protein","3384"
"PCOAH_00049810","PCOAH_00049810-t30_1","P. coatneyi Hackeri","CP016251:1,187,587..1,188,591(-)","Uncharacterized protein","1005"
"PCOAH_00049820","PCOAH_00049820-t30_1","P. coatneyi Hackeri","CP016251:1,192,352..1,193,680(-)","Uncharacterized protein","710"
"PCOAH_00049830","PCOAH_00049830-t30_1","P. coatneyi Hackeri","CP016251:1,194,177..1,196,174(-)","Uncharacterized protein","1680"
"PCOAH_00049840","PCOAH_00049840-t30_1","P. coatneyi Hackeri","CP016251:1,198,294..1,199,289(+)","Uracil-DNA glycosylase","996"
"PCOAH_00049850","PCOAH_00049850-t30_1","P. coatneyi Hackeri","CP016251:1,199,773..1,202,835(+)","Uncharacterized protein","3063"
"PCOAH_00049860","PCOAH_00049860-t30_1","P. coatneyi Hackeri","CP016251:1,204,081..1,205,041(+)","Small nuclear ribonucleoprotein associated protein B'","606"
"PCOAH_00049870","PCOAH_00049870-t30_1","P. coatneyi Hackeri","CP016251:1,207,805..1,211,254(+)","Ubiquitin carboxyl-terminal hydrolase","3450"
"PCOAH_00049880","PCOAH_00049880-t30_1","P. coatneyi Hackeri","CP016251:1,212,535..1,214,025(-)","Uncharacterized protein","1491"
"PCOAH_00049890","PCOAH_00049890-t30_1","P. coatneyi Hackeri","CP016251:1,216,676..1,224,176(+)","Protein kinase","6789"
"PCOAH_00049900","PCOAH_00049900-t30_1","P. coatneyi Hackeri","CP016251:1,225,418..1,227,871(-)","Serine/threonine-protein phosphatase","1371"
"PCOAH_00049910","PCOAH_00049910-t30_1","P. coatneyi Hackeri","CP016251:1,231,498..1,232,157(-)","60S ribosomal protein L10","660"
"PCOAH_00049920","PCOAH_00049920-t30_1","P. coatneyi Hackeri","CP016251:1,238,350..1,239,336(+)","Uncharacterized protein","987"
"PCOAH_00049930","PCOAH_00049930-t30_1","P. coatneyi Hackeri","CP016251:1,240,920..1,243,223(-)","Uncharacterized protein","2304"
"PCOAH_00049940","PCOAH_00049940-t30_1","P. coatneyi Hackeri","CP016251:1,277,472..1,279,064(+)","Uncharacterized protein","1440"
"PCOAH_00049950","PCOAH_00049950-t30_1","P. coatneyi Hackeri","CP016251:1,280,768..1,283,470(+)","Uncharacterized protein","896"
"PCOAH_00049960","PCOAH_00049960-t30_1","P. coatneyi Hackeri","CP016251:1,283,774..1,285,264(-)","DNAJ","1149"
"PCOAH_00049970","PCOAH_00049970-t30_1","P. coatneyi Hackeri","CP016251:1,287,170..1,288,642(-)","Diphthamide synthesis protein","1473"
"PCOAH_00049980","PCOAH_00049980-t30_1","P. coatneyi Hackeri","CP016251:1,290,233..1,295,770(+)","Uncharacterized protein","3807"
"PCOAH_00049990","PCOAH_00049990-t30_1","P. coatneyi Hackeri","CP016251:1,296,010..1,298,063(-)","Uncharacterized protein","1908"
"PCOAH_00050000","PCOAH_00050000-t30_1","P. coatneyi Hackeri","CP016251:1,299,466..1,300,455(+)","ATP-dependent transporter","990"
"PCOAH_00050010","PCOAH_00050010-t30_1","P. coatneyi Hackeri","CP016251:1,301,648..1,303,459(+)","30S ribosomal protein S9","1812"
"PCOAH_00050020","PCOAH_00050020-t30_1","P. coatneyi Hackeri","CP016251:1,304,636..1,305,240(+)","Uncharacterized protein","225"
"PCOAH_00050030","PCOAH_00050030-t30_1","P. coatneyi Hackeri","CP016251:1,306,580..1,310,087(+)","Uncharacterized protein","1726"
"PCOAH_00050040","PCOAH_00050040-t30_1","P. coatneyi Hackeri","CP016251:1,310,180..1,312,089(-)","Uncharacterized protein","1509"
"PCOAH_00050050","PCOAH_00050050-t30_1","P. coatneyi Hackeri","CP016251:1,314,263..1,315,573(+)","Uncharacterized protein","1311"
"PCOAH_00050060","PCOAH_00050060-t30_1","P. coatneyi Hackeri","CP016251:1,317,317..1,319,072(-)","Uncharacterized protein","957"
"PCOAH_00050070","PCOAH_00050070-t30_1","P. coatneyi Hackeri","CP016251:1,321,710..1,323,700(+)","Glycylpeptide N-tetradecanoyltransferase","1452"
