"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Transcript Length","Is Pseudo"
"PocGH01_12017000","PocGH01_12017000.1","P. ovale curtisi GH01","PocGH01_12_v1:281,354..282,970(-)","protein transport protein SEC61 subunit alpha, putative","1419","No"
"PocGH01_12017100","PocGH01_12017100.1","P. ovale curtisi GH01","PocGH01_12_v1:286,516..288,729(+)","dynactin subunit 2, putative","2067","No"
"PocGH01_12017200","PocGH01_12017200.1","P. ovale curtisi GH01","PocGH01_12_v1:290,176..291,625(+)","kinetochore protein SPC25, putative","636","No"
"PocGH01_12017300","PocGH01_12017300.1","P. ovale curtisi GH01","PocGH01_12_v1:292,229..295,342(-)","conserved Plasmodium protein, unknown function","2928","No"
"PocGH01_12017400","PocGH01_12017400.1","P. ovale curtisi GH01","PocGH01_12_v1:298,158..299,564(+)","isocitrate dehydrogenase [NADP], mitochondrial, putative","1407","No"
"PocGH01_12017500","PocGH01_12017500.1","P. ovale curtisi GH01","PocGH01_12_v1:300,226..301,898(-)","inner membrane complex protein, putative","1176","No"
"PocGH01_12017600","PocGH01_12017600.1","P. ovale curtisi GH01","PocGH01_12_v1:304,588..305,346(-)","ubiquitin-conjugating enzyme E2, putative","759","No"
"PocGH01_12017700","PocGH01_12017700.1","P. ovale curtisi GH01","PocGH01_12_v1:308,021..313,545(+)","conserved Plasmodium protein, unknown function","4734","No"
"PocGH01_12017800","PocGH01_12017800.1","P. ovale curtisi GH01","PocGH01_12_v1:314,574..315,297(+)","conserved Plasmodium protein, unknown function","261","No"
"PocGH01_12017900","PocGH01_12017900.1","P. ovale curtisi GH01","PocGH01_12_v1:316,778..318,430(+)","rhomboid protease ROM6, putative","1653","No"
"PocGH01_12018000","PocGH01_12018000.1","P. ovale curtisi GH01","PocGH01_12_v1:320,788..321,790(+)","thioredoxin 2, putative","474","No"
"PocGH01_12018100","PocGH01_12018100.1","P. ovale curtisi GH01","PocGH01_12_v1:321,895..324,771(-)","conserved Plasmodium protein, unknown function","921","No"
"PocGH01_12018200","PocGH01_12018200.1","P. ovale curtisi GH01","PocGH01_12_v1:326,213..330,331(-)","conserved Plasmodium protein, unknown function","4119","No"
"PocGH01_12018300","PocGH01_12018300.1","P. ovale curtisi GH01","PocGH01_12_v1:334,165..335,714(-)","aspartate carbamoyltransferase, putative","1119","No"
"PocGH01_12018400","PocGH01_12018400.1","P. ovale curtisi GH01","PocGH01_12_v1:337,253..340,660(+)","conserved Plasmodium protein, unknown function","3408","No"
"PocGH01_12018500","PocGH01_12018500.1","P. ovale curtisi GH01","PocGH01_12_v1:341,028..342,299(-)","lipoyl synthase, putative","1272","No"
"PocGH01_12018600","PocGH01_12018600.1","P. ovale curtisi GH01","PocGH01_12_v1:343,087..344,178(+)","U6 snRNA phosphodiesterase, putative","837","No"
"PocGH01_12018700","PocGH01_12018700.1","P. ovale curtisi GH01","PocGH01_12_v1:345,594..347,027(+)","conserved Plasmodium protein, unknown function","1434","No"
"PocGH01_12018800","PocGH01_12018800.1","P. ovale curtisi GH01","PocGH01_12_v1:353,468..358,891(+)","zinc finger protein, putative","4755","No"
"PocGH01_12018900","PocGH01_12018900.1","P. ovale curtisi GH01","PocGH01_12_v1:361,299..364,157(-)","heat shock protein 110, putative","2859","No"
"PocGH01_12019000","PocGH01_12019000.1","P. ovale curtisi GH01","PocGH01_12_v1:366,718..369,033(-)","TLD domain-containing protein, putative","2316","No"
"PocGH01_12019100","PocGH01_12019100.1","P. ovale curtisi GH01","PocGH01_12_v1:371,137..373,776(-)","aminomethyltransferase, putative","2640","No"
"PocGH01_12019200","PocGH01_12019200.1","P. ovale curtisi GH01","PocGH01_12_v1:375,146..377,038(-)","U4/U6 small nuclear ribonucleoprotein PRP4, putative","1893","No"
"PocGH01_12019300","PocGH01_12019300.1","P. ovale curtisi GH01","PocGH01_12_v1:379,829..401,065(+)","conserved Plasmodium protein, unknown function","21234","No"
"PocGH01_12019400","PocGH01_12019400.1","P. ovale curtisi GH01","PocGH01_12_v1:404,824..407,001(+)","kelch protein K13, putative","2178","No"
"PocGH01_12019500","PocGH01_12019500.1","P. ovale curtisi GH01","PocGH01_12_v1:408,490..410,220(+)","UDP-N-acetylglucosamine pyrophosphorylase, putative","1731","No"
"PocGH01_12019600","PocGH01_12019600.1","P. ovale curtisi GH01","PocGH01_12_v1:410,660..412,088(-)","conserved protein, unknown function","909","No"
"PocGH01_12019700","PocGH01_12019700.1","P. ovale curtisi GH01","PocGH01_12_v1:413,216..417,883(-)","DNA repair protein RAD5, putative","4368","No"
"PocGH01_12019800","PocGH01_12019800.1","P. ovale curtisi GH01","PocGH01_12_v1:421,652..424,723(+)","CDT1-like protein, putative","3072","No"
"PocGH01_12019900","PocGH01_12019900.1","P. ovale curtisi GH01","PocGH01_12_v1:426,954..428,474(-)","tRNA guanosine-2'-O-methyltransferase, putative","1521","No"
"PocGH01_12020000","PocGH01_12020000.1","P. ovale curtisi GH01","PocGH01_12_v1:433,392..434,336(+)","conserved Plasmodium protein, unknown function","945","No"
"PocGH01_12020100","PocGH01_12020100.1","P. ovale curtisi GH01","PocGH01_12_v1:436,169..437,352(-)","phosphoethanolamine N-methyltransferase, putative","792","No"
"PocGH01_12020200","PocGH01_12020200.1","P. ovale curtisi GH01","PocGH01_12_v1:440,424..451,964(+)","AP2 domain transcription factor, putative","11541","No"
"PocGH01_12020300","PocGH01_12020300.1","P. ovale curtisi GH01","PocGH01_12_v1:453,385..455,145(-)","phosphoenolpyruvate carboxykinase, putative","1761","No"
"PocGH01_12020400","PocGH01_12020400.1","P. ovale curtisi GH01","PocGH01_12_v1:456,886..457,381(+)","DNA-directed RNA polymerases I, II, and III subunit RPABC4, putative","177","No"
"PocGH01_12020500","PocGH01_12020500.1","P. ovale curtisi GH01","PocGH01_12_v1:458,366..461,106(-)","myosin A, putative","2454","No"
"PocGH01_12020600","PocGH01_12020600.1","P. ovale curtisi GH01","PocGH01_12_v1:463,890..465,501(+)","sporozoite protein essential for cell traversal, putative","714","No"
"PocGH01_12020700","PocGH01_12020700.1","P. ovale curtisi GH01","PocGH01_12_v1:467,934..469,563(+)","casein kinase II beta chain, putative","1152","No"
"PocGH01_12020800","PocGH01_12020800.1","P. ovale curtisi GH01","PocGH01_12_v1:471,052..471,840(-)","tetratricopeptide repeat protein, putative","789","No"
"PocGH01_12020900","PocGH01_12020900.1","P. ovale curtisi GH01","PocGH01_12_v1:472,908..475,529(+)","conserved Plasmodium protein, unknown function","2622","No"
"PocGH01_12021000","PocGH01_12021000.1","P. ovale curtisi GH01","PocGH01_12_v1:476,333..479,122(-)","aconitate hydratase, putative","2790","No"
"PocGH01_12021100","PocGH01_12021100.1","P. ovale curtisi GH01","PocGH01_12_v1:483,174..484,139(+)","40S ribosomal protein S6, putative","966","No"
"PocGH01_12021200","PocGH01_12021200.1","P. ovale curtisi GH01","PocGH01_12_v1:486,946..488,541(+)","V-type proton ATPase subunit D, putative","747","No"
"PocGH01_12021300","PocGH01_12021300.1","P. ovale curtisi GH01","PocGH01_12_v1:490,554..491,900(+)","inner membrane complex protein 1k, putative","1347","No"
"PocGH01_12021400","PocGH01_12021400.1","P. ovale curtisi GH01","PocGH01_12_v1:492,628..493,439(-)","conserved Plasmodium protein, unknown function","318","No"
"PocGH01_12021500","PocGH01_12021500.1","P. ovale curtisi GH01","PocGH01_12_v1:494,322..496,637(-)","GPI mannosyltransferase 3, putative","2316","No"
"PocGH01_12021600","PocGH01_12021600.1","P. ovale curtisi GH01","PocGH01_12_v1:498,056..499,480(-)","inner membrane complex suture component, putative","1425","No"
"PocGH01_12021700","PocGH01_12021700.1","P. ovale curtisi GH01","PocGH01_12_v1:501,999..502,078(-)","small nucleolar RNA snoR20","80","No"
"PocGH01_12021800","PocGH01_12021800.1","P. ovale curtisi GH01","PocGH01_12_v1:501,418..502,787(-)","60S ribosomal protein L18-2, putative","564","No"
"PocGH01_12021900","PocGH01_12021900.1","P. ovale curtisi GH01","PocGH01_12_v1:504,530..505,571(+)","60S ribosomal protein L18, putative","555","No"
"PocGH01_12022000","PocGH01_12022000.1","P. ovale curtisi GH01","PocGH01_12_v1:506,545..506,652(+)","U6 spliceosomal RNA","108","No"
"PocGH01_12022100","PocGH01_12022100.1","P. ovale curtisi GH01","PocGH01_12_v1:507,871..507,944(-)","tRNA Arginine","74","No"
"PocGH01_12022200","PocGH01_12022200.1","P. ovale curtisi GH01","PocGH01_12_v1:510,486..512,542(-)","sodium-dependent phosphate transporter, putative","1812","No"
"PocGH01_12022300","PocGH01_12022300.1","P. ovale curtisi GH01","PocGH01_12_v1:515,772..516,409(-)","mitochondrial pyruvate carrier protein 1, putative","318","No"
"PocGH01_12022400","PocGH01_12022400.1","P. ovale curtisi GH01","PocGH01_12_v1:518,888..520,215(+)","ras-related protein Rab-11B, putative","690","No"
"PocGH01_12022500","PocGH01_12022500.1","P. ovale curtisi GH01","PocGH01_12_v1:523,087..524,832(+)","RNA lariat debranching enzyme, putative","1746","No"
"PocGH01_12022600","PocGH01_12022600.1","P. ovale curtisi GH01","PocGH01_12_v1:526,901..530,542(+)","conserved Plasmodium protein, unknown function","3642","No"
"PocGH01_12022700","PocGH01_12022700.1","P. ovale curtisi GH01","PocGH01_12_v1:532,423..534,112(+)","conserved Plasmodium protein, unknown function","1152","No"
"PocGH01_12022800","PocGH01_12022800.1","P. ovale curtisi GH01","PocGH01_12_v1:535,596..538,055(-)","nucleolar complex protein 2, putative","2460","No"
"PocGH01_12022900","PocGH01_12022900.1","P. ovale curtisi GH01","PocGH01_12_v1:539,549..539,731(+)","conserved Plasmodium protein, unknown function","183","No"
"PocGH01_12023000","PocGH01_12023000.1","P. ovale curtisi GH01","PocGH01_12_v1:540,546..541,391(+)","exosome complex component RRP42, putative","846","No"
"PocGH01_12023100","PocGH01_12023100.1","P. ovale curtisi GH01","PocGH01_12_v1:542,445..546,737(+)","secreted ookinete protein, putative","4293","No"
"PocGH01_12023200","PocGH01_12023200.1","P. ovale curtisi GH01","PocGH01_12_v1:548,004..550,637(-)","ABC transporter B family member 5, putative","2634","No"
"PocGH01_12023300","PocGH01_12023300.1","P. ovale curtisi GH01","PocGH01_12_v1:552,214..552,444(+)","mitotic-spindle organizing protein 1, putative","231","No"
"PocGH01_12023400","PocGH01_12023400.1","P. ovale curtisi GH01","PocGH01_12_v1:553,702..558,552(+)","conserved Plasmodium protein, unknown function","4851","No"
"PocGH01_12023500","PocGH01_12023500.1","P. ovale curtisi GH01","PocGH01_12_v1:559,156..560,698(-)","conserved Plasmodium protein, unknown function","1383","No"
"PocGH01_12023600","PocGH01_12023600.1","P. ovale curtisi GH01","PocGH01_12_v1:561,218..562,278(+)","60S ribosomal protein, mitochondrial precursor, putative","327","No"
"PocGH01_12023700","PocGH01_12023700.1","P. ovale curtisi GH01","PocGH01_12_v1:562,889..563,624(+)","cytochrome c oxidase subunit ApiCOX14, putative","477","No"
"PocGH01_12023800","PocGH01_12023800.1","P. ovale curtisi GH01","PocGH01_12_v1:565,358..566,131(-)","conserved Plasmodium protein, unknown function","774","No"
"PocGH01_12023900","PocGH01_12023900.1","P. ovale curtisi GH01","PocGH01_12_v1:572,973..573,044(+)","tRNA Proline","72","No"
"PocGH01_12024000","PocGH01_12024000.1","P. ovale curtisi GH01","PocGH01_12_v1:574,784..574,855(-)","tRNA Methionine","72","No"
"PocGH01_12024100","PocGH01_12024100.1","P. ovale curtisi GH01","PocGH01_12_v1:577,611..580,304(+)","serine/threonine protein kinase, putative","2694","No"
"PocGH01_12024200","PocGH01_12024200.1","P. ovale curtisi GH01","PocGH01_12_v1:581,152..584,637(+)","CPW-WPC family protein","1623","No"
"PocGH01_12024300","PocGH01_12024300.1","P. ovale curtisi GH01","PocGH01_12_v1:587,025..588,959(+)","conserved protein, unknown function","1935","No"
"PocGH01_12024400","PocGH01_12024400.1","P. ovale curtisi GH01","PocGH01_12_v1:590,726..593,620(+)","conserved protein, unknown function","2475","No"
"PocGH01_12024500","PocGH01_12024500.1","P. ovale curtisi GH01","PocGH01_12_v1:594,148..596,190(-)","conserved Plasmodium protein, unknown function","2043","No"
"PocGH01_12024600","PocGH01_12024600.1","P. ovale curtisi GH01","PocGH01_12_v1:597,524..599,977(+)","SprT-like domain-containing protein, putative","1407","No"
"PocGH01_12024700","PocGH01_12024700.1","P. ovale curtisi GH01","PocGH01_12_v1:600,926..602,382(-)","elongation factor 1-gamma, putative","1239","No"
"PocGH01_12024800","PocGH01_12024800.1","P. ovale curtisi GH01","PocGH01_12_v1:605,896..606,606(+)","60S ribosomal protein L6, putative","711","No"
"PocGH01_12024900","PocGH01_12024900.1","P. ovale curtisi GH01","PocGH01_12_v1:607,700..609,373(-)","26S proteasome regulatory subunit RPN3, putative","1488","No"
"PocGH01_12025000","PocGH01_12025000.1","P. ovale curtisi GH01","PocGH01_12_v1:611,084..615,559(-)","LMBR1 domain-containing protein, putative","1596","No"
"PocGH01_12025100","PocGH01_12025100.1","P. ovale curtisi GH01","PocGH01_12_v1:616,662..617,435(-)","conserved Plasmodium protein, unknown function","774","No"
"PocGH01_12025200","PocGH01_12025200.1","P. ovale curtisi GH01","PocGH01_12_v1:621,774..623,879(+)","calcium-dependent protein kinase 5, putative","2106","No"
"PocGH01_12025300","PocGH01_12025300.1","P. ovale curtisi GH01","PocGH01_12_v1:624,459..626,803(-)","conserved Plasmodium protein, unknown function","1851","No"
"PocGH01_12025400","PocGH01_12025400.1","P. ovale curtisi GH01","PocGH01_12_v1:628,203..628,284(+)","tRNA Serine","82","No"
"PocGH01_12025500","PocGH01_12025500.1","P. ovale curtisi GH01","PocGH01_12_v1:635,295..641,453(+)","conserved Plasmodium protein, unknown function","6159","No"
"PocGH01_12025600","PocGH01_12025600.1","P. ovale curtisi GH01","PocGH01_12_v1:642,445..644,367(-)","zinc finger protein, putative","1620","No"
"PocGH01_12025700","PocGH01_12025700.1","P. ovale curtisi GH01","PocGH01_12_v1:645,257..648,426(-)","exoribonuclease, putative","2955","No"
"PocGH01_12025800","PocGH01_12025800.1","P. ovale curtisi GH01","PocGH01_12_v1:649,762..652,791(-)","1-deoxy-D-xylulose 5-phosphate synthase, putative","3030","No"
"PocGH01_12025900","PocGH01_12025900.1","P. ovale curtisi GH01","PocGH01_12_v1:653,448..655,472(-)","CDK-related protein kinase 6, putative","918","No"
"PocGH01_12026000","PocGH01_12026000.1","P. ovale curtisi GH01","PocGH01_12_v1:656,484..659,330(+)","mitochondrial intermediate peptidase, putative","2727","No"
"PocGH01_12026100","PocGH01_12026100.1","P. ovale curtisi GH01","PocGH01_12_v1:660,395..662,586(+)","tryptophan--tRNA ligase, putative","1974","No"
"PocGH01_12026200","PocGH01_12026200.1","P. ovale curtisi GH01","PocGH01_12_v1:663,109..664,182(-)","nuclear movement protein, putative","1074","No"
"PocGH01_12026300","PocGH01_12026300.1","P. ovale curtisi GH01","PocGH01_12_v1:668,415..668,840(+)","parasitophorous vacuolar protein 3, putative","426","No"
"PocGH01_12026400","PocGH01_12026400.1","P. ovale curtisi GH01","PocGH01_12_v1:669,455..670,343(-)","conserved protein, unknown function","276","No"
"PocGH01_12026500","PocGH01_12026500.1","P. ovale curtisi GH01","PocGH01_12_v1:671,748..671,838(+)","small nucleolar RNA snoR19","91","No"
"PocGH01_12026600","PocGH01_12026600.1","P. ovale curtisi GH01","PocGH01_12_v1:672,001..672,058(+)","small nucleolar RNA snoR19","58","No"
"PocGH01_12026700","PocGH01_12026700.1","P. ovale curtisi GH01","PocGH01_12_v1:671,348..673,723(+)","RanBPM and CLTH-like protein, putative","849","No"
"PocGH01_12026800","PocGH01_12026800.1","P. ovale curtisi GH01","PocGH01_12_v1:674,256..675,371(-)","conserved Plasmodium protein, unknown function","1116","No"
"PocGH01_12026900","PocGH01_12026900.1","P. ovale curtisi GH01","PocGH01_12_v1:676,018..678,013(-)","conserved Plasmodium protein, unknown function","1056","No"
"PocGH01_12027000","PocGH01_12027000.1","P. ovale curtisi GH01","PocGH01_12_v1:679,059..680,015(-)","conserved protein, unknown function","483","No"
"PocGH01_12027100","PocGH01_12027100.1","P. ovale curtisi GH01","PocGH01_12_v1:680,917..682,668(-)","conserved Plasmodium protein, unknown function","1404","No"
"PocGH01_12027200","PocGH01_12027200.1","P. ovale curtisi GH01","PocGH01_12_v1:686,979..688,691(+)","thrombospondin-related anonymous protein, putative","1713","No"
"PocGH01_12027300","PocGH01_12027300.1","P. ovale curtisi GH01","PocGH01_12_v1:689,732..691,573(-)","conserved Plasmodium protein, unknown function","1842","No"
"PocGH01_12027400","PocGH01_12027400.1","P. ovale curtisi GH01","PocGH01_12_v1:692,584..696,802(+)","conserved oligomeric Golgi complex subunit 3, putative","3936","No"
"PocGH01_12027500","PocGH01_12027500.1","P. ovale curtisi GH01","PocGH01_12_v1:697,266..699,270(-)","conserved Plasmodium protein, unknown function","1728","No"
"PocGH01_12027600","PocGH01_12027600.1","P. ovale curtisi GH01","PocGH01_12_v1:700,480..702,347(-)","DNA replication complex GINS protein, putative","1491","No"
"PocGH01_12027700","PocGH01_12027700.1","P. ovale curtisi GH01","PocGH01_12_v1:705,562..706,866(+)","MSP7-like protein, putative","1305","No"
"PocGH01_12027800","PocGH01_12027800.1","P. ovale curtisi GH01","PocGH01_12_v1:708,108..709,394(+)","MSP7-like protein","1287","No"
"PocGH01_12027900","PocGH01_12027900.1","P. ovale curtisi GH01","PocGH01_12_v1:712,034..713,545(+)","MSP7-like protein, putative","1512","No"
"PocGH01_12028000","PocGH01_12028000.1","P. ovale curtisi GH01","PocGH01_12_v1:714,906..716,099(+)","MSP7-like protein, putative","1194","No"
"PocGH01_12028100","PocGH01_12028100.1","P. ovale curtisi GH01","PocGH01_12_v1:719,879..720,835(+)","MSP7-like protein, putative","957","No"
"PocGH01_12028200","PocGH01_12028200.1","P. ovale curtisi GH01","PocGH01_12_v1:721,858..722,994(+)","MSP7-like protein, putative","1137","No"
"PocGH01_12028300","PocGH01_12028300.1","P. ovale curtisi GH01","PocGH01_12_v1:723,898..725,094(+)","MSP7-like protein, putative","1197","No"
"PocGH01_12028400","PocGH01_12028400.1","P. ovale curtisi GH01","PocGH01_12_v1:726,112..727,254(+)","MSP7-like protein, putative","1143","No"
"PocGH01_12028500","PocGH01_12028500.1","P. ovale curtisi GH01","PocGH01_12_v1:728,066..729,349(+)","MSP7-like protein, putative","1284","No"
"PocGH01_12028600","PocGH01_12028600.1","P. ovale curtisi GH01","PocGH01_12_v1:730,380..731,708(+)","MSP7-like protein, putative","1329","No"
"PocGH01_12028700","PocGH01_12028700.1","P. ovale curtisi GH01","PocGH01_12_v1:732,486..733,646(+)","MSP7-like protein, putative","1161","No"
"PocGH01_12028800","PocGH01_12028800.1","P. ovale curtisi GH01","PocGH01_12_v1:734,550..735,878(+)","MSP7-like protein, putative","1329","No"
"PocGH01_12028900","PocGH01_12028900.1","P. ovale curtisi GH01","PocGH01_12_v1:738,880..740,445(-)","chaperone binding protein, putative","1566","No"
"PocGH01_12029000","PocGH01_12029000.1","P. ovale curtisi GH01","PocGH01_12_v1:743,725..746,439(+)","conserved protein, unknown function","2715","No"
"PocGH01_12029100","PocGH01_12029100.1","P. ovale curtisi GH01","PocGH01_12_v1:748,466..749,779(+)","RING zinc finger protein, putative","1314","No"
"PocGH01_12029200","PocGH01_12029200.1","P. ovale curtisi GH01","PocGH01_12_v1:751,230..755,079(-)","conserved Plasmodium protein, unknown function","3699","No"
"PocGH01_12029300","PocGH01_12029300.1","P. ovale curtisi GH01","PocGH01_12_v1:757,322..758,086(-)","Voldacs domain-containing protein, putative","765","No"
"PocGH01_12029400","PocGH01_12029400.1","P. ovale curtisi GH01","PocGH01_12_v1:760,769..761,269(+)","histone H3-like centromeric protein CSE4, putative","501","No"
"PocGH01_12029500","PocGH01_12029500.1","P. ovale curtisi GH01","PocGH01_12_v1:763,465..767,195(+)","U3 small nucleolar RNA-associated protein 4, putative","3729","No"
"PocGH01_12029600","PocGH01_12029600.1","P. ovale curtisi GH01","PocGH01_12_v1:767,866..769,086(-)","conserved Plasmodium protein, unknown function","1221","No"
"PocGH01_12029700","PocGH01_12029700.1","P. ovale curtisi GH01","PocGH01_12_v1:769,894..770,589(-)","conserved protein, unknown function","696","No"
"PocGH01_12029800","PocGH01_12029800.1","P. ovale curtisi GH01","PocGH01_12_v1:772,333..772,968(+)","transmembrane emp24 domain-containing protein, putative","636","No"
"PocGH01_12029900","PocGH01_12029900.1","P. ovale curtisi GH01","PocGH01_12_v1:773,463..778,501(-)","ubiquitin-activating enzyme, putative","5037","No"
"PocGH01_12030000","PocGH01_12030000.1","P. ovale curtisi GH01","PocGH01_12_v1:781,035..783,245(+)","conserved Plasmodium protein, unknown function","2211","No"
"PocGH01_12030100","PocGH01_12030100.1","P. ovale curtisi GH01","PocGH01_12_v1:783,814..785,769(-)","20 kDa chaperonin, putative","783","No"
"PocGH01_12030200","PocGH01_12030200.1","P. ovale curtisi GH01","PocGH01_12_v1:787,281..790,850(+)","isoleucine--tRNA ligase, putative","3570","No"
"PocGH01_12030300","PocGH01_12030300.1","P. ovale curtisi GH01","PocGH01_12_v1:791,542..792,285(-)","eukaryotic translation initiation factor 6, putative","744","No"
"PocGH01_12030400","PocGH01_12030400.1","P. ovale curtisi GH01","PocGH01_12_v1:794,957..796,387(+)","ATP-dependent RNA helicase DBP8, putative","1431","No"
"PocGH01_12030500","PocGH01_12030500.1","P. ovale curtisi GH01","PocGH01_12_v1:798,263..800,017(+)","DNA-(apurinic or apyrimidinic site) lyase 1, putative","1755","No"
"PocGH01_12030600","PocGH01_12030600.1","P. ovale curtisi GH01","PocGH01_12_v1:800,234..800,878(-)","SAM-dependent RNA methyltransferase, putative","645","No"
"PocGH01_12030700","PocGH01_12030700.1","P. ovale curtisi GH01","PocGH01_12_v1:801,809..804,151(+)","nucleotidyltransferase, putative","2343","No"
"PocGH01_12030800","PocGH01_12030800.1","P. ovale curtisi GH01","PocGH01_12_v1:804,591..805,046(-)","trafficking protein particle complex subunit 2, putative","456","No"
"PocGH01_12030900","PocGH01_12030900.1","P. ovale curtisi GH01","PocGH01_12_v1:805,894..809,219(-)","conserved protein, unknown function","2916","No"
"PocGH01_12031000","PocGH01_12031000.1","P. ovale curtisi GH01","PocGH01_12_v1:810,624..812,219(-)","conserved protein, unknown function","1596","No"
"PocGH01_12031100","PocGH01_12031100.1","P. ovale curtisi GH01","PocGH01_12_v1:814,481..816,141(+)","syntaxin, Qa-SNARE family, putative","846","No"
"PocGH01_12031200","PocGH01_12031200.1","P. ovale curtisi GH01","PocGH01_12_v1:817,785..818,563(-)","60S ribosomal protein L23, putative","420","No"
"PocGH01_12031300","PocGH01_12031300.1","P. ovale curtisi GH01","PocGH01_12_v1:820,681..823,215(+)","glutamine--tRNA ligase, putative","2535","No"
"PocGH01_12031400","PocGH01_12031400.1","P. ovale curtisi GH01","PocGH01_12_v1:824,801..826,057(+)","protein tyrosine phosphatase-like protein, putative","666","No"
"PocGH01_12031500","PocGH01_12031500.1","P. ovale curtisi GH01","PocGH01_12_v1:826,852..828,459(-)","conserved Plasmodium protein, unknown function","1608","No"
"PocGH01_12031600","PocGH01_12031600.1","P. ovale curtisi GH01","PocGH01_12_v1:829,913..831,331(-)","CPW-WPC family protein","1419","No"
"PocGH01_12031700","PocGH01_12031700.1","P. ovale curtisi GH01","PocGH01_12_v1:832,634..833,501(-)","signal peptidase complex catalytic subunit SEC11, putative","555","No"
"PocGH01_12031800","PocGH01_12031800.1","P. ovale curtisi GH01","PocGH01_12_v1:835,216..836,184(-)","conserved Plasmodium protein, unknown function","969","No"
"PocGH01_12031900","PocGH01_12031900.1","P. ovale curtisi GH01","PocGH01_12_v1:837,567..842,578(+)","DNA polymerase theta, putative","3342","No"
"PocGH01_12032000","PocGH01_12032000.1","P. ovale curtisi GH01","PocGH01_12_v1:843,494..845,071(+)","protein kinase, putative","1578","No"
"PocGH01_12032100","PocGH01_12032100.1","P. ovale curtisi GH01","PocGH01_12_v1:845,948..848,637(-)","RNA-binding protein, putative","2043","No"
"PocGH01_12032200","PocGH01_12032200.1","P. ovale curtisi GH01","PocGH01_12_v1:851,343..854,263(-)","GPI transamidase subunit PIG-U, putative","1677","No"
"PocGH01_12032300","PocGH01_12032300.1","P. ovale curtisi GH01","PocGH01_12_v1:855,753..856,961(+)","elongation factor Tu, putative","1209","No"
"PocGH01_12032400","PocGH01_12032400.1","P. ovale curtisi GH01","PocGH01_12_v1:857,195..859,252(-)","CTLH domain-containing protein, putative","2058","No"
"PocGH01_12032500","PocGH01_12032500.1","P. ovale curtisi GH01","PocGH01_12_v1:863,084..864,459(+)","ER lumen protein retaining receptor 1, putative","855","No"
"PocGH01_12032600","PocGH01_12032600.1","P. ovale curtisi GH01","PocGH01_12_v1:866,075..868,073(+)","DnaJ protein, putative","987","No"
"PocGH01_12032700","PocGH01_12032700.1","P. ovale curtisi GH01","PocGH01_12_v1:868,227..869,088(-)","conserved Plasmodium protein, unknown function","696","No"
"PocGH01_12032800","PocGH01_12032800.1","P. ovale curtisi GH01","PocGH01_12_v1:869,441..870,097(-)","conserved Plasmodium protein, unknown function","657","No"
"PocGH01_12032900","PocGH01_12032900.1","P. ovale curtisi GH01","PocGH01_12_v1:871,223..872,719(+)","conserved Plasmodium protein, unknown function","1497","No"
"PocGH01_12033000","PocGH01_12033000.1","P. ovale curtisi GH01","PocGH01_12_v1:874,677..882,022(-)","conserved protein, unknown function","6915","No"
"PocGH01_12033100","PocGH01_12033100.1","P. ovale curtisi GH01","PocGH01_12_v1:890,368..893,593(-)","AMP deaminase, putative","2097","No"
"PocGH01_12033200","PocGH01_12033200.1","P. ovale curtisi GH01","PocGH01_12_v1:897,029..898,587(+)","chromatin assembly factor 1 subunit B, putative","1557","No"
"PocGH01_12033300","PocGH01_12033300.1","P. ovale curtisi GH01","PocGH01_12_v1:899,823..900,921(+)","conserved Plasmodium protein, unknown function","798","No"
"PocGH01_12033400","PocGH01_12033400.1","P. ovale curtisi GH01","PocGH01_12_v1:901,945..908,149(+)","myosin F, putative","5418","No"
"PocGH01_12033500","PocGH01_12033500.1","P. ovale curtisi GH01","PocGH01_12_v1:909,479..915,766(+)","DNA-directed RNA polymerase III subunit RPC1, putative","5604","No"
"PocGH01_12033600","PocGH01_12033600.1","P. ovale curtisi GH01","PocGH01_12_v1:916,813..917,940(+)","PUB domain-containing protein, putative","1128","No"
"PocGH01_12033700","PocGH01_12033700.1","P. ovale curtisi GH01","PocGH01_12_v1:918,012..918,857(-)","transcriptional regulatory protein sir2a, putative","846","No"
"PocGH01_12033800","PocGH01_12033800.1","P. ovale curtisi GH01","PocGH01_12_v1:922,559..924,993(+)","conserved Plasmodium protein, unknown function","1110","No"
"PocGH01_12033900","PocGH01_12033900.1","P. ovale curtisi GH01","PocGH01_12_v1:927,811..930,747(+)","alpha/beta-hydrolase, putative","2937","No"
"PocGH01_12034000","PocGH01_12034000.1","P. ovale curtisi GH01","PocGH01_12_v1:933,009..934,304(+)","conserved protein, unknown function","1296","No"
"PocGH01_12034100","PocGH01_12034100.1","P. ovale curtisi GH01","PocGH01_12_v1:937,896..939,226(+)","conserved protein, unknown function","978","No"
"PocGH01_12034200","PocGH01_12034200.1","P. ovale curtisi GH01","PocGH01_12_v1:941,548..950,258(-)","conserved Plasmodium protein, unknown function","8124","No"
"PocGH01_12034300","PocGH01_12034300.1","P. ovale curtisi GH01","PocGH01_12_v1:952,243..953,055(-)","proteasome subunit beta type-7, putative","813","No"
"PocGH01_12034400","PocGH01_12034400.1","P. ovale curtisi GH01","PocGH01_12_v1:956,124..962,845(+)","conserved Plasmodium protein, unknown function","6720","No"
