"Gene ID","source_id","Organism","Genomic Location (Gene)","Product Description","Gene has Unmatched Transcripts","Gene Name or Symbol","gene_source_id","Previous ID(s)","Transcript Product Description","# Exons in Gene","# Exons in Transcript","# Transcripts","Annotated 3' UTR length","Annotated 5' UTR length","Gene Strand","Gene Type","Is Pseudo","Transcript Length","Chromosome","Genomic Location (Transcript)","Genomic Sequence ID","Ortholog count","Ortholog Group","Paralog count"
"PBANKA_1419600","PBANKA_1419600.1","Plasmodium berghei ANKA","PbANKA_14_v3:771,801..780,920(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1419600","Previous IDs: PB000342.03.0;PB000818.00.0;PB102535.00.0;PB300985.00.0;PBANKA_141960","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","9120","14","PbANKA_14_v3:771801..780920(-)","PbANKA_14_v3","47","OG6_192907","0"
"PBANKA_1419700","PBANKA_1419700.1","Plasmodium berghei ANKA","PbANKA_14_v3:781,501..783,736(+)","palmitoyltransferase DHHC8, putative","no","DHHC8","PBANKA_1419700","Previous IDs: PB000170.01.0;PBANKA_141970","palmitoyltransferase DHHC8, putative","11","11","1","null","null","forward","protein coding","No","891","14","PbANKA_14_v3:781501..783736(+)","PbANKA_14_v3","44","OG6_104772","0"
"PBANKA_1419800","PBANKA_1419800.1","Plasmodium berghei ANKA","PbANKA_14_v3:784,464..789,373(-)","3',5'-cyclic nucleotide phosphodiesterase beta, putative","no","PDEbeta","PBANKA_1419800","Previous IDs: PB000520.03.0;PB001129.01.0;PB103822.00.0;PBANKA_141980","3',5'-cyclic nucleotide phosphodiesterase beta, putative","9","9","1","null","null","reverse","protein coding","No","3477","14","PbANKA_14_v3:784464..789373(-)","PbANKA_14_v3","53","OG6_100946","0"
"PBANKA_1419900","PBANKA_1419900.1","Plasmodium berghei ANKA","PbANKA_14_v3:792,314..795,823(+)","cGMP-specific 3',5'-cyclic phosphodiesterase gamma, putative","no","PDEgamma","PBANKA_1419900","Previous IDs: PB000383.00.0;PB001030.00.0;PBANKA_141990","cGMP-specific 3',5'-cyclic phosphodiesterase gamma, putative","9","9","1","null","null","forward","protein coding","No","2349","14","PbANKA_14_v3:792314..795823(+)","PbANKA_14_v3","46","OG6_106516","0"
"PBANKA_1420000","PBANKA_1420000.1","Plasmodium berghei ANKA","PbANKA_14_v3:797,028..798,406(+)","GPCR-like receptor SR25, putative","no","SR25","PBANKA_1420000","Previous IDs: PB000947.03.0;PBANKA_142000","GPCR-like receptor SR25, putative","2","2","1","null","null","forward","protein coding","No","1074","14","PbANKA_14_v3:797028..798406(+)","PbANKA_14_v3","46","OG6_139504","0"
"PBANKA_1420100","PBANKA_1420100.1","Plasmodium berghei ANKA","PbANKA_14_v3:799,138..802,119(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1420100","Previous IDs: PB000833.00.0;PB000948.03.0;PB301264.00.0;PBANKA_142010","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","2982","14","PbANKA_14_v3:799138..802119(+)","PbANKA_14_v3","35","OG6_533747","0"
"PBANKA_1420200","PBANKA_1420200.1","Plasmodium berghei ANKA","PbANKA_14_v3:802,824..805,670(+)","mitochondrial ribosomal protein S5 precursor, putative","no","null","PBANKA_1420200","Previous IDs: PB000832.00.0;PB300565.00.0;PBANKA_142020","mitochondrial ribosomal protein S5 precursor, putative","2","2","1","null","null","forward","protein coding","No","2598","14","PbANKA_14_v3:802824..805670(+)","PbANKA_14_v3","42","OG6_138489","0"
"PBANKA_1420300","PBANKA_1420300.1","Plasmodium berghei ANKA","PbANKA_14_v3:806,316..807,930(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1420300","Previous IDs: PB000834.00.0;PB101475.00.0;PBANKA_142030","conserved Plasmodium protein, unknown function","9","9","1","null","null","reverse","protein coding","No","627","14","PbANKA_14_v3:806316..807930(-)","PbANKA_14_v3","44","OG6_533635","0"
"PBANKA_1420400","PBANKA_1420400.1","Plasmodium berghei ANKA","PbANKA_14_v3:808,719..809,774(-)","negative elongation factor A, putative","no","NELFA","PBANKA_1420400","Previous IDs: PB000890.00.0;PBANKA_142040","negative elongation factor A, putative","2","2","1","null","null","reverse","protein coding","No","750","14","PbANKA_14_v3:808719..809774(-)","PbANKA_14_v3","45","OG6_138265","0"
"PBANKA_1420500","PBANKA_1420500.1","Plasmodium berghei ANKA","PbANKA_14_v3:811,297..820,308(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1420500","Previous IDs: PB000522.00.0;PB001251.00.0;PB100932.00.0;PB102981.00.0;PBANKA_142050","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","9012","14","PbANKA_14_v3:811297..820308(-)","PbANKA_14_v3","7","OG6r1_106494","0"
"PBANKA_1420600","PBANKA_1420600.1","Plasmodium berghei ANKA","PbANKA_14_v3:824,499..824,870(-)","histone H2B variant, putative","no","H2B.Z","PBANKA_1420600","Previous IDs: PB001306.02.0;PBANKA_142060","histone H2B variant, putative","1","1","1","null","null","reverse","protein coding","No","372","14","PbANKA_14_v3:824499..824870(-)","PbANKA_14_v3","88","OG6_100082","1"
"PBANKA_1420700","PBANKA_1420700.1","Plasmodium berghei ANKA","PbANKA_14_v3:827,250..829,106(-)","MAATS1 domain-containing protein, putative","no","null","PBANKA_1420700","Previous IDs: PB001305.02.0;PB107099.00.0;PBANKA_142070","MAATS1 domain-containing protein, putative","1","1","1","null","null","reverse","protein coding","No","1857","14","PbANKA_14_v3:827250..829106(-)","PbANKA_14_v3","44","OG6_105032","0"
"PBANKA_1420800","PBANKA_1420800.1","Plasmodium berghei ANKA","PbANKA_14_v3:831,082..834,675(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1420800","Previous IDs: PB000036.02.0;PB000243.02.0;PB107142.00.0;PB401863.00.0;PBANKA_142080","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","3594","14","PbANKA_14_v3:831082..834675(+)","PbANKA_14_v3","6","OG6r1_107950","0"
"PBANKA_1420900","PBANKA_1420900.1","Plasmodium berghei ANKA","PbANKA_14_v3:836,158..839,751(+)","palmitoyltransferase DHHC4, putative","no","DHHC4","PBANKA_1420900","Previous IDs: PB001226.02.0;PB300499.00.0;PBANKA_142090","palmitoyltransferase DHHC4, putative","5","5","1","null","null","forward","protein coding","No","3021","14","PbANKA_14_v3:836158..839751(+)","PbANKA_14_v3","44","OG6_100625","0"
"PBANKA_1421000","PBANKA_1421000.1","Plasmodium berghei ANKA","PbANKA_14_v3:840,366..841,457(-)","calmodulin, putative","no","null","PBANKA_1421000","Previous IDs: PB000697.01.0;PBANKA_142100","calmodulin, putative","3","3","1","null","null","reverse","protein coding","No","720","14","PbANKA_14_v3:840366..841457(-)","PbANKA_14_v3","44","OG6_533645","0"
"PBANKA_1421100","PBANKA_1421100.1","Plasmodium berghei ANKA","PbANKA_14_v3:843,087..844,187(+)","transcription elongation factor s-II, putative","no","null","PBANKA_1421100","Previous IDs: PB000695.01.0;PB300631.00.0;PBANKA_142110","transcription elongation factor s-II, putative","1","1","1","null","null","forward","protein coding","No","1101","14","PbANKA_14_v3:843087..844187(+)","PbANKA_14_v3","48","OG6_101177","0"
"PBANKA_1421200","PBANKA_1421200.1","Plasmodium berghei ANKA","PbANKA_14_v3:845,220..846,533(+)","conserved protein, unknown function","no","null","PBANKA_1421200","Previous IDs: PB000696.01.0;PBANKA_142120","conserved protein, unknown function","1","1","1","null","null","forward","protein coding","No","1314","14","PbANKA_14_v3:845220..846533(+)","PbANKA_14_v3","44","OG6_145931","0"
"PBANKA_1421221","PBANKA_1421221:tRNA","Plasmodium berghei ANKA","PbANKA_14_v3:847,535..847,606(+)","tRNA Asparagine","no","null","PBANKA_1421221","Previous IDs: berg14:tRNA:rfamscan:796075-796146","tRNA Asparagine","1","1","1","null","null","forward","tRNA encoding","No","72","14","PbANKA_14_v3:..(+)","PbANKA_14_v3","0","N/A (gene not protein coding)","0"
"PBANKA_1421241","PBANKA_1421241:tRNA","Plasmodium berghei ANKA","PbANKA_14_v3:848,394..848,473(+)","tRNA Leucine","no","null","PBANKA_1421241","Previous IDs: berg14:tRNA:rfamscan:796934-797013","tRNA Leucine","1","1","1","null","null","forward","tRNA encoding","No","80","14","PbANKA_14_v3:..(+)","PbANKA_14_v3","0","N/A (gene not protein coding)","0"
"PBANKA_1421261","PBANKA_1421261:tRNA","Plasmodium berghei ANKA","PbANKA_14_v3:849,126..849,207(-)","tRNA Serine","no","null","PBANKA_1421261","Previous IDs: berg14:tRNA:rfamscan:797666-797747","tRNA Serine","1","1","1","null","null","reverse","tRNA encoding","No","82","14","PbANKA_14_v3:..(-)","PbANKA_14_v3","0","N/A (gene not protein coding)","0"
"PBANKA_1421300","PBANKA_1421300.1","Plasmodium berghei ANKA","PbANKA_14_v3:849,481..850,449(+)","phosphoglycolate phosphatase","no","PGP","PBANKA_1421300","Previous IDs: PB000763.02.0;PBANKA_142130","phosphoglycolate phosphatase","1","1","1","null","null","forward","protein coding","No","969","14","PbANKA_14_v3:849481..850449(+)","PbANKA_14_v3","44","OG6_100677","0"
"PBANKA_1421400","PBANKA_1421400.1","Plasmodium berghei ANKA","PbANKA_14_v3:850,700..851,249(-)","C-Myc-binding protein, putative","no","MYCBP","PBANKA_1421400","Previous IDs: PBANKA_142140","C-Myc-binding protein, putative","2","2","1","null","null","reverse","protein coding","No","306","14","PbANKA_14_v3:850700..851249(-)","PbANKA_14_v3","43","OG6_103096","0"
"PBANKA_1421500","PBANKA_1421500.1","Plasmodium berghei ANKA","PbANKA_14_v3:852,042..855,950(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1421500","Previous IDs: PB000764.02.0;PB107798.00.0;PB401806.00.0;PB404901.00.0;PBANKA_142150","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","3909","14","PbANKA_14_v3:852042..855950(-)","PbANKA_14_v3","7","OG6r1_106495","0"
"PBANKA_1421600","PBANKA_1421600.1","Plasmodium berghei ANKA","PbANKA_14_v3:856,842..858,820(-)","calcium/calmodulin-dependent protein kinase, putative","no","null","PBANKA_1421600","Previous IDs: PB000317.02.0;PBANKA_142160","calcium/calmodulin-dependent protein kinase, putative","4","4","1","null","null","reverse","protein coding","No","1437","14","PbANKA_14_v3:856842..858820(-)","PbANKA_14_v3","45","OG6_136970","0"
"PBANKA_1421700","PBANKA_1421700.1","Plasmodium berghei ANKA","PbANKA_14_v3:859,783..860,871(-)","secreted ookinete protein, putative","no","PSOP20","PBANKA_1421700","Previous IDs: PB001203.02.0;PBANKA_142170","secreted ookinete protein, putative","3","3","1","null","null","reverse","protein coding","No","675","14","PbANKA_14_v3:859783..860871(-)","PbANKA_14_v3","43","OG6_533276","0"
"PBANKA_1421800","PBANKA_1421800.1","Plasmodium berghei ANKA","PbANKA_14_v3:861,559..862,139(-)","ATP synthase subunit epsilon, mitochondrial, putative","no","null","PBANKA_1421800","Previous IDs: PB106264.00.0;PBANKA_142180","ATP synthase subunit epsilon, mitochondrial, putative","3","3","1","null","null","reverse","protein coding","No","213","14","PbANKA_14_v3:861559..862139(-)","PbANKA_14_v3","44","OG6_103560","0"
"PBANKA_1421900","PBANKA_1421900.1","Plasmodium berghei ANKA","PbANKA_14_v3:863,090..865,360(+)","GTP-binding translation elongation factor, putative","no","null","PBANKA_1421900","Previous IDs: PB000941.00.0;PB001202.02.0;PBANKA_142190","GTP-binding translation elongation factor, putative","1","1","1","null","null","forward","protein coding","No","2271","14","PbANKA_14_v3:863090..865360(+)","PbANKA_14_v3","44","OG6_103683","0"
"PBANKA_1422000","PBANKA_1422000.1","Plasmodium berghei ANKA","PbANKA_14_v3:866,388..866,750(+)","conserved protein, unknown function","no","null","PBANKA_1422000","Previous IDs: PB000944.00.0;PBANKA_142200","conserved protein, unknown function","1","1","1","null","null","forward","protein coding","No","363","14","PbANKA_14_v3:866388..866750(+)","PbANKA_14_v3","44","OG6_146173","0"
"PBANKA_1422100","PBANKA_1422100.1","Plasmodium berghei ANKA","PbANKA_14_v3:867,580..868,797(-)","drug/metabolite transporter DMT1, putative","no","DMT1","PBANKA_1422100","Previous IDs: PB000942.00.0;PB300364.00.0;PB301401.00.0;PBANKA_142210","drug/metabolite transporter DMT1, putative","1","1","1","null","null","reverse","protein coding","No","1218","14","PbANKA_14_v3:867580..868797(-)","PbANKA_14_v3","43","OG6_110001","0"
"PBANKA_1422200","PBANKA_1422200.1","Plasmodium berghei ANKA","PbANKA_14_v3:870,286..871,860(+)","cation diffusion facilitator family protein, putative","no","CDF","PBANKA_1422200","Previous IDs: PB000943.00.0;PBANKA_142220","cation diffusion facilitator family protein, putative","1","1","1","null","null","forward","protein coding","No","1575","14","PbANKA_14_v3:870286..871860(+)","PbANKA_14_v3","43","OG6_100508","0"
"PBANKA_1422300","PBANKA_1422300.1","Plasmodium berghei ANKA","PbANKA_14_v3:872,603..875,425(-)","FAD-dependent monooxygenase, putative","no","null","PBANKA_1422300","Previous IDs: PB000940.00.0;PBANKA_142230","FAD-dependent monooxygenase, putative","1","1","1","null","null","reverse","protein coding","No","2823","14","PbANKA_14_v3:872603..875425(-)","PbANKA_14_v3","44","OG6_109312","0"
"PBANKA_1422400","PBANKA_1422400.1","Plasmodium berghei ANKA","PbANKA_14_v3:877,570..880,203(-)","importin subunit beta, putative","no","null","PBANKA_1422400","Previous IDs: PB000939.00.0;PBANKA_142240","importin subunit beta, putative","1","1","1","null","null","reverse","protein coding","No","2634","14","PbANKA_14_v3:877570..880203(-)","PbANKA_14_v3","44","OG6_101642","0"
"PBANKA_1422500","PBANKA_1422500.1","Plasmodium berghei ANKA","PbANKA_14_v3:883,076..885,592(-)","heptatricopeptide repeat and RAP domain-containing protein, putative","no","null","PBANKA_1422500","Previous IDs: PB000631.01.0;PBANKA_142250","heptatricopeptide repeat and RAP domain-containing protein, putative","1","1","1","null","null","reverse","protein coding","No","2517","14","PbANKA_14_v3:883076..885592(-)","PbANKA_14_v3","44","OG6_126356","0"
"PBANKA_1422600","PBANKA_1422600.1","Plasmodium berghei ANKA","PbANKA_14_v3:886,557..887,576(+)","selenoprotein, putative","no","Sel3","PBANKA_1422600","Previous IDs: PBANKA_142260;PbSel3","selenoprotein, putative","1","1","1","null","null","forward","protein coding","No","1020","14","PbANKA_14_v3:886557..887576(+)","PbANKA_14_v3","42","OG6_532847","0"
"PBANKA_1422700","PBANKA_1422700.1","Plasmodium berghei ANKA","PbANKA_14_v3:888,205..888,801(-)","superoxide dismutase [Fe], putative","no","FeSOD","PBANKA_1422700","Previous IDs: PB000490.02.0;PBANKA_142270","superoxide dismutase [Fe], putative","1","1","1","null","null","reverse","protein coding","No","597","14","PbANKA_14_v3:888205..888801(-)","PbANKA_14_v3","90","OG6_100280","1"
"PBANKA_1422800","PBANKA_1422800.1","Plasmodium berghei ANKA","PbANKA_14_v3:890,038..890,907(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1422800","Previous IDs: PB108391.00.0;PB400793.00.0;PBANKA_142280","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","870","14","PbANKA_14_v3:890038..890907(-)","PbANKA_14_v3","3","OG6r1_118707","0"
"PBANKA_1422900","PBANKA_1422900.1","Plasmodium berghei ANKA","PbANKA_14_v3:892,190..893,371(+)","conserved protein, unknown function","no","null","PBANKA_1422900","Previous IDs: PB000866.03.0;PBANKA_142290","conserved protein, unknown function","1","1","1","null","null","forward","protein coding","No","1182","14","PbANKA_14_v3:892190..893371(+)","PbANKA_14_v3","44","OG6_179335","0"
"PBANKA_1423000","PBANKA_1423000.1","Plasmodium berghei ANKA","PbANKA_14_v3:894,292..895,257(-)","conserved protein, unknown function","no","null","PBANKA_1423000","Previous IDs: PB000867.03.0;PBANKA_142300","conserved protein, unknown function","1","1","1","null","null","reverse","protein coding","No","966","14","PbANKA_14_v3:894292..895257(-)","PbANKA_14_v3","4","OG6r1_113144","0"
"PBANKA_1423100","PBANKA_1423100.1","Plasmodium berghei ANKA","PbANKA_14_v3:897,649..899,793(+)","phospholipase DDHD1, putative","no","null","PBANKA_1423100","Previous IDs: PB000404.02.0;PBANKA_142310","phospholipase DDHD1, putative","3","3","1","null","null","forward","protein coding","No","1911","14","PbANKA_14_v3:897649..899793(+)","PbANKA_14_v3","44","OG6_103749","0"
"PBANKA_1423200","PBANKA_1423200.1","Plasmodium berghei ANKA","PbANKA_14_v3:900,982..904,002(+)","AAA family ATPase, putative","no","null","PBANKA_1423200","Previous IDs: PB000861.00.0;PB300019.00.0;PB301186.00.0;PBANKA_142320","AAA family ATPase, putative","1","1","1","null","null","forward","protein coding","No","3021","14","PbANKA_14_v3:900982..904002(+)","PbANKA_14_v3","120","OG6_102053","2"
"PBANKA_1423300","PBANKA_1423300.1","Plasmodium berghei ANKA","PbANKA_14_v3:905,727..906,455(-)","DNA/RNA-binding protein Alba 1, putative","no","ALBA1","PBANKA_1423300","Previous IDs: PB000862.00.0;PB300493.00.0;PBANKA_142330","DNA/RNA-binding protein Alba 1, putative","1","1","1","null","null","reverse","protein coding","No","729","14","PbANKA_14_v3:905727..906455(-)","PbANKA_14_v3","44","OG6_101937","0"
"PBANKA_1423400","PBANKA_1423400.1","Plasmodium berghei ANKA","PbANKA_14_v3:909,169..910,208(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1423400","Previous IDs: PBANKA_142340","conserved Plasmodium protein, unknown function","6","6","1","null","null","forward","protein coding","No","459","14","PbANKA_14_v3:909169..910208(+)","PbANKA_14_v3","42","OG6_533392","0"
"PBANKA_1423500","PBANKA_1423500.1","Plasmodium berghei ANKA","PbANKA_14_v3:910,790..911,537(-)","60S ribosomal protein L13-2, putative","no","null","PBANKA_1423500","Previous IDs: PB000221.03.0;PBANKA_142350","60S ribosomal protein L13-2, putative","2","2","1","null","null","reverse","protein coding","No","648","14","PbANKA_14_v3:910790..911537(-)","PbANKA_14_v3","44","OG6_100961","0"
"PBANKA_1423600","PBANKA_1423600.1","Plasmodium berghei ANKA","PbANKA_14_v3:913,169..914,008(+)","40S ribosomal protein S16, putative","no","null","PBANKA_1423600","Previous IDs: PB000222.03.0;PBANKA_142360","40S ribosomal protein S16, putative","2","2","1","null","null","forward","protein coding","No","435","14","PbANKA_14_v3:913169..914008(+)","PbANKA_14_v3","44","OG6_100841","0"
"PBANKA_1423700","PBANKA_1423700.1","Plasmodium berghei ANKA","PbANKA_14_v3:914,537..915,622(-)","GDP-mannose 4,6-dehydratase, putative","no","GMD","PBANKA_1423700","Previous IDs: PB000220.03.0;PBANKA_142370","GDP-mannose 4,6-dehydratase, putative","1","1","1","null","null","reverse","protein coding","No","1086","14","PbANKA_14_v3:914537..915622(-)","PbANKA_14_v3","44","OG6_101732","0"
"PBANKA_1423800","PBANKA_1423800.1","Plasmodium berghei ANKA","PbANKA_14_v3:916,723..920,487(+)","ABC transporter F family member 1, putative","no","ABCF1","PBANKA_1423800","Previous IDs: PB001448.02.0;PBANKA_142380","ABC transporter F family member 1, putative","1","1","1","null","null","forward","protein coding","No","3765","14","PbANKA_14_v3:916723..920487(+)","PbANKA_14_v3","5","OG6_110750","0"
"PBANKA_1423900","PBANKA_1423900.1","Plasmodium berghei ANKA","PbANKA_14_v3:920,842..922,117(-)","translation initiation factor SUI1, putative","no","null","PBANKA_1423900","Previous IDs: PB300278.00.0;PBANKA_142390","translation initiation factor SUI1, putative","4","4","1","null","null","reverse","protein coding","No","801","14","PbANKA_14_v3:920842..922117(-)","PbANKA_14_v3","43","OG6_102629","0"
"PBANKA_1424000","PBANKA_1424000.1","Plasmodium berghei ANKA","PbANKA_14_v3:923,805..925,349(+)","PUB domain-containing protein, putative","no","null","PBANKA_1424000","Previous IDs: PB000001.00.0;PBANKA_142400","PUB domain-containing protein, putative","1","1","1","null","null","forward","protein coding","No","1545","14","PbANKA_14_v3:923805..925349(+)","PbANKA_14_v3","44","OG6_532842","0"
"PBANKA_1424100","PBANKA_1424100.1","Plasmodium berghei ANKA","PbANKA_14_v3:926,361..927,170(+)","mediator of RNA polymerase II transcription subunit 21, putative","no","MED21","PBANKA_1424100","Previous IDs: PB000002.00.0;PBANKA_142410","mediator of RNA polymerase II transcription subunit 21, putative","3","3","1","null","null","forward","protein coding","No","561","14","PbANKA_14_v3:926361..927170(+)","PbANKA_14_v3","43","OG6_171422","0"
"PBANKA_1424200","PBANKA_1424200.1","Plasmodium berghei ANKA","PbANKA_14_v3:929,496..932,733(+)","conserved protein, unknown function","no","null","PBANKA_1424200","Previous IDs: PB000594.03.0;PB301455.00.0;PBANKA_142420","conserved protein, unknown function","6","6","1","null","null","forward","protein coding","No","1986","14","PbANKA_14_v3:929496..932733(+)","PbANKA_14_v3","11","OG6r1_102848","0"
"PBANKA_1424300","PBANKA_1424300.1","Plasmodium berghei ANKA","PbANKA_14_v3:934,017..935,308(-)","conserved protein, unknown function","no","null","PBANKA_1424300","Previous IDs: PB000736.03.0;PB000840.00.0;PBANKA_142430","conserved protein, unknown function","2","2","1","null","null","reverse","protein coding","No","855","14","PbANKA_14_v3:934017..935308(-)","PbANKA_14_v3","43","OG6_120264","0"
"PBANKA_1424400","PBANKA_1424400.1","Plasmodium berghei ANKA","PbANKA_14_v3:938,180..939,448(+)","CS domain protein, putative","no","null","PBANKA_1424400","Previous IDs: PB000839.00.0;PBANKA_142440","CS domain protein, putative","4","4","1","null","null","forward","protein coding","No","942","14","PbANKA_14_v3:938180..939448(+)","PbANKA_14_v3","44","OG6_106504","0"
"PBANKA_1424500","PBANKA_1424500.1","Plasmodium berghei ANKA","PbANKA_14_v3:941,055..942,860(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1424500","Previous IDs: PB000301.02.0;PB101260.00.0;PBANKA_142450","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","1806","14","PbANKA_14_v3:941055..942860(+)","PbANKA_14_v3","5","OG6r1_109873","0"
"PBANKA_1424600","PBANKA_1424600.1","Plasmodium berghei ANKA","PbANKA_14_v3:945,366..946,931(+)","conserved protein, unknown function","no","null","PBANKA_1424600","Previous IDs: PB000231.00.0;PB000460.03.0;PBANKA_142460","conserved protein, unknown function","1","1","1","null","null","forward","protein coding","No","1566","14","PbANKA_14_v3:945366..946931(+)","PbANKA_14_v3","15","OG6r1_101321","0"
"PBANKA_1424700","PBANKA_1424700.1","Plasmodium berghei ANKA","PbANKA_14_v3:948,854..949,069(+)","conserved protein, unknown function","no","null","PBANKA_1424700","Previous IDs: PB108211.00.0;PBANKA_142470","conserved protein, unknown function","1","1","1","null","null","forward","protein coding","No","216","14","PbANKA_14_v3:948854..949069(+)","PbANKA_14_v3","86","OG6_107357","1"
"PBANKA_1424800","PBANKA_1424800.1","Plasmodium berghei ANKA","PbANKA_14_v3:950,385..950,978(-)","U1 small nuclear ribonucleoprotein C, putative","no","SNRPC","PBANKA_1424800","Previous IDs: PB001431.02.0;PBANKA_142480","U1 small nuclear ribonucleoprotein C, putative","1","1","1","null","null","reverse","protein coding","No","594","14","PbANKA_14_v3:950385..950978(-)","PbANKA_14_v3","44","OG6_102948","0"
"PBANKA_1424900","PBANKA_1424900.1","Plasmodium berghei ANKA","PbANKA_14_v3:952,676..953,298(+)","ubiquitin-conjugating enzyme E2, putative","no","null","PBANKA_1424900","Previous IDs: PB001430.02.0;PB300103.00.0;PBANKA_142490","ubiquitin-conjugating enzyme E2, putative","2","2","1","null","null","forward","protein coding","No","498","14","PbANKA_14_v3:952676..953298(+)","PbANKA_14_v3","88","OG6_101178","1"
"PBANKA_1425000","PBANKA_1425000.1","Plasmodium berghei ANKA","PbANKA_14_v3:955,332..957,863(+)","RNA-binding protein, putative","no","null","PBANKA_1425000","Previous IDs: PB000019.02.0;PB101856.00.0;PBANKA_142500","RNA-binding protein, putative","1","1","1","null","null","forward","protein coding","No","2532","14","PbANKA_14_v3:955332..957863(+)","PbANKA_14_v3","44","OG6_102469","0"
"PBANKA_1425100","PBANKA_1425100.1","Plasmodium berghei ANKA","PbANKA_14_v3:960,267..961,904(+)","karyopherin alpha, putative","no","KARalpha","PBANKA_1425100","Previous IDs: PB001062.00.0;PBANKA_142510;PbKARalpha","karyopherin alpha, putative","1","1","1","null","null","forward","protein coding","No","1638","14","PbANKA_14_v3:960267..961904(+)","PbANKA_14_v3","44","OG6_100442","0"
"PBANKA_1425200","PBANKA_1425200.1","Plasmodium berghei ANKA","PbANKA_14_v3:963,622..964,935(+)","sporozoite surface protein 3, putative","no","SSP3","PBANKA_1425200","Previous IDs: PB001063.00.0;PBANKA_142520","sporozoite surface protein 3, putative","1","1","1","null","null","forward","protein coding","No","1314","14","PbANKA_14_v3:963622..964935(+)","PbANKA_14_v3","44","OG6_532617","0"
"PBANKA_1425300","PBANKA_1425300.1","Plasmodium berghei ANKA","PbANKA_14_v3:965,491..968,634(+)","trypsin-like serine protease, putative","no","null","PBANKA_1425300","Previous IDs: PB001065.00.0;PB001066.00.0;PB101852.00.0;PBANKA_142530","trypsin-like serine protease, putative","12","12","1","null","null","forward","protein coding","No","1299","14","PbANKA_14_v3:965491..968634(+)","PbANKA_14_v3","39","OG6_100391","0"
"PBANKA_1425350","PBANKA_1425350.1","Plasmodium berghei ANKA","PbANKA_14_v3:968,690..970,269(+)","GTPase, putative","no","null","PBANKA_1425350","Previous IDs: PB001065.00.0;PB001066.00.0;PB101852.00.0;PBANKA_142535","GTPase, putative","5","5","1","null","null","forward","protein coding","No","876","14","PbANKA_14_v3:968690..970269(+)","PbANKA_14_v3","131","OG6_101142","2"
"PBANKA_1425400","PBANKA_1425400.1","Plasmodium berghei ANKA","PbANKA_14_v3:970,482..977,786(-)","proteasome activator complex subunit 4, putative","no","null","PBANKA_1425400","Previous IDs: PB000190.03.0;PB000576.02.0;PB001064.00.0;PB107454.00.0;PBANKA_142540","proteasome activator complex subunit 4, putative","1","1","1","null","null","reverse","protein coding","No","7305","14","PbANKA_14_v3:970482..977786(-)","PbANKA_14_v3","44","OG6_102446","0"
"PBANKA_1425500","PBANKA_1425500.1","Plasmodium berghei ANKA","PbANKA_14_v3:980,020..981,995(+)","conserved protein, unknown function","no","null","PBANKA_1425500","Previous IDs: PB000401.01.0;PBANKA_142550","conserved protein, unknown function","2","2","1","null","null","forward","protein coding","No","1605","14","PbANKA_14_v3:980020..981995(+)","PbANKA_14_v3","44","OG6_139427","0"
"PBANKA_1425600","PBANKA_1425600.1","Plasmodium berghei ANKA","PbANKA_14_v3:982,036..986,442(-)","RNA-binding protein, putative","no","null","PBANKA_1425600","Previous IDs: PB000268.00.0;PB000402.01.0;PBANKA_142560","RNA-binding protein, putative","7","7","1","null","null","reverse","protein coding","No","3423","14","PbANKA_14_v3:982036..986442(-)","PbANKA_14_v3","91","OG6_100538","1"
"PBANKA_1425700","PBANKA_1425700.1","Plasmodium berghei ANKA","PbANKA_14_v3:987,087..988,631(+)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1425700","Previous IDs: PB000433.00.0;PB000601.03.0;PBANKA_142570","conserved Plasmodium protein, unknown function","1","1","1","null","null","forward","protein coding","No","1545","14","PbANKA_14_v3:987087..988631(+)","PbANKA_14_v3","42","OG6_533188","0"
"PBANKA_1425800","PBANKA_1425800.1","Plasmodium berghei ANKA","PbANKA_14_v3:989,142..992,537(-)","conserved Plasmodium protein, unknown function","no","null","PBANKA_1425800","Previous IDs: PB000199.02.0;PBANKA_142580","conserved Plasmodium protein, unknown function","1","1","1","null","null","reverse","protein coding","No","3396","14","PbANKA_14_v3:989142..992537(-)","PbANKA_14_v3","3","OG6r1_118708","0"
